Region,District,Subcounty,Service outlet,Tracker HF ID,KP Tracker /HIBRID Mechanism name,DATIM ID,DATIM Subcounty ID,DATIM Subcounty Name,DHIS2 ID,DHIS2 District,DHIS2 Subcounty,DHIS2 HF Name,COP  Mechanism name,COP  Mechanism ID,COP US Agency,Period,"HIV_Prev_Numerator: 
Overall Total","HIV_Prev.1_ 10-14 Years, Female","HIV_Prev.2_ 10-14 Years, Male","HIV_Prev.3_ (15 - 19) Years, Female","HIV_Prev.4_ (15 - 19) Years, Male","HIV_Prev.5_ 20-24 Years, Female","HIV_Prev.6_ 20-24 Years, Male","HIV_Prev.7_ 25-29 Years, Female","HIV_Prev.8_ 25-29 Years, Male","HIV_Prev.9_ 30-34 Years, Female","HIV_Prev.10_ 30-34 Years, Male","HIV_Prev.11_ (35 - 39) Years, Female","HIV_Prev.12_ (35 - 39) Years, Male","HIV_Prev.13_ 40-44 Years, Female","HIV_Prev.14_ 40-44 Years, Male","HIV_Prev.15_45-49 Yrears, Female","HIV_Prev.16_45-49 Yrears, Male","HIV_Prev.17_ 50+ Years, Female","HIV_Prev.18_ 50+ Years, Male",HIV_Prev.19_PP_PREV HTS services: Overall Total,HIV_Prev.20_Known HIV Positive,HIV_Prev.21_Newly tested and/or referred for testing,HIV_Prev.22_Declined testing and/or referral,HIV_Prev.23_Test not required based on risk assessment,PP_PREV_Displaced Persons,PP_PREV.1_Clients of  Sex Workers,PP_PREV.2_Military and other Uniform Services,PP_PREV.3_Mobile Populations,PP_PREV.4_Fishing communities,PP_PREV.5_Non-injecting drug users,PP_PREV.6_Any Other Priority Population,PP_PREV2_Adolescents (10-24),PP_PREV3_Displaced Persons,PP_PREV4_Discordant Couples,PP_PREV5_Clients of  Sex Workers,PP_PREV6_Military and other Uniform Services,PP_PREV7_Mobile Populations,PP_PREV8_Truck Drivers,PP_PREV9_Fishing communities,PP_PREV10_Non-injecting drug users,PP_PREV11_Any Other Priority Population,HIV_test_Adolescents (10-24),HIV_test.1_Displaced Persons,HIV_test.2_Discordant Couples,HIV_test.3_Clients of  Sex Workers,HIV_test.4_Military and other Uniform Services,HIV_test.5_Mobile Populations,HIV_test.6_Truck Drivers,HIV_test.7_Fishing communities,HIV_test.8_Non-injecting drug users,HIV_test.9_Any Other Priority Population,HIV_pos_test_Adolescents (10-24),HIV_pos_test.1_Displaced Persons,HIV_pos_test.2_Discordant Couples,HIV_pos_test.3_Clients of  Sex Workers,HIV_pos_test.4_Military and other Uniform Services,HIV_pos_test.5_Mobile Populations,HIV_pos_test.6_Truck Drivers,HIV_pos_test.7_Fishing communities,HIV_pos_test.8_Non-injecting drug users,HIV_pos_test.9_Any Other Priority Population,New_ART_Adolescents (10-24),New_ART.1_Displaced Persons,New_ART.2_Discordant Couples,New_ART.3_Clients of  Sex Workers,New_ART.4_Military and other Uniform Services,New_ART.5_Mobile Populations,New_ART.6_Truck Drivers,New_ART.7_Fishing communities,New_ART.8_Non-injecting drug users,New_ART.9_Any Other Priority Population,PP_ART_Adolescents (10-24),PP_ART.1_Displaced Persons,PP_ART.2_Discordant Couples,PP_ART.3_Clients of  Sex Workers,PP_ART.4_Military and other Uniform Services,PP_ART.5_Mobile Populations,PP_ART.6_Truck Drivers,PP_ART.7_Fishing communities,PP_ART.8_Non-injecting drug users,PP_ART.9_Any Other Priority Population,VL eligible_Adolescents (10-24),VL eligible.1_Displaced Persons,VL eligible.2_Discordant Couples,VL eligible.3_Clients of  Sex Workers,VL eligible.4_Military and other Uniform Services,VL eligible.5_Mobile Populations,VL eligible.6_Truck Drivers,VL eligible.7_Fishing communities,VL eligible.8_Non-injecting drug users,VL eligible.9_Any Other Priority Population,VL_lab_doc_Adolescents (10-24),VL_lab_doc.1_Displaced Persons,VL_lab_doc.2_Discordant Couples,VL_lab_doc.3_Clients of  Sex Workers,VL_lab_doc.4_Military and other Uniform Services,VL_lab_doc.5_Mobile Populations,VL_lab_doc.6_Truck Drivers,VL_lab_doc.7_Fishing communities,VL_lab_doc.8_Non-injecting drug users,VL_lab_doc.9_Any Other Priority Population,VL_supp_Adolescents (10-24),VL_supp.1_Displaced Persons,VL_supp.2_Discordant Couples,VL_supp.3_Clients of  Sex Workers,VL_supp.4_Military and other Uniform Services,VL_supp.5_Mobile Populations,VL_supp.6_Truck Drivers,VL_supp.7_Fishing communities,VL_supp.8_Non-injecting drug users,VL_supp.9_Any Other Priority Population,summary_PP_PREV,summary.1_HTS_TST,summary.2_Known HIV Positive,summary.3_Newly tested and/or referred for testing,summary.4_Declined testing and/or referral,summary.5_Test not required based on risk assessment,summary.6_HTS_TST (Newly tested),summary.7_HTS_TST_POS,summary.8_TX_NEW,summary.9_TX_CURR,summary.10_VL eligible,summary.11_VL tested,summary.12_VL suppressed,summary.13_nan,PP_PREV2,subcounty_PP_PREV_total,pp_known_pos_subcounty,pct_pp_prev_pop_subcounty,pct_pp_pos_pop_subcounty,usaid,cdc,dod,subcounty_pop_adjusted
North Central,Nakasongola District,Nakasongola Town Council,Nakasongola HC IV,h2oF7upS6k9,0,ijwpynk93Bi,l9kEBT05Qxx,Nakasongola Town Council,h2oF7upS6k9,Nakasongola District,Nakasongola Town Council,Nakasongola HC IV,WALTER REED_MUWRP,160699,DOD,FY2024Q4,274,3,0,7,35,36,19,2,55,6,40,5,27,3,13,1,16,1,5,0,15,259,0,0,0,142,8,28,6,25,65,51,0,10,142,8,13,15,6,25,4,50,0,10,137,8,13,11,3,25,2,0,0,0,7,0,2,2,0,2,0,0,0,0,7,0,2,1,0,2,0,0,0,0,2,0,1,2,1,0,1,1,0,0,5,0,3,4,3,0,2,1,0,0,5,0,0,4,3,0,2,1,0,0,4,0,0,4,3,0,2,274,274,15.0,259,0,0,259,13,12,7,18,15,14,True,274,274,15,1.0,1.0,0,0,1,20253.92
North Central,Nakasongola District,Lwampanga Subcounty,Nakasongola Military Hospital,Jn7Sz79BL2v,0,OELkOLxvZxB,0,0,Jn7Sz79BL2v,Nakasongola District,Lwampanga Subcounty,Nakasongola Military Hospital,URC_DOD_UPDF,160698,DOD,FY2024Q4,301,0,0,0,0,36,0,0,122,0,83,0,31,0,23,0,4,0,2,0,0,302,0,0,0,88,214,0,0,0,0,0,0,0,88,214,0,0,0,0,0,0,0,0,88,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,302,0.0,302,0,0,302,0,0,0,0,0,0,False,302,418,4,0.722488038277512,0.0,0,0,1,61138.74
Lango,Amolatar District,Muntu Subcounty,Nakatiti HC II,amnweRXxGSV,0,edPKqJCXevG,pFhjIU4GXX8,Muntu Subcounty,amnweRXxGSV,Amolatar District,Muntu Subcounty,Nakatiti HC II,JCRC_Kigezi Lango Region,81997,USAID,FY2024Q4,245,0,0,22,36,26,27,21,30,12,26,9,12,4,9,0,4,0,7,0,4,241,0,1,0,0,0,0,131,0,114,0,0,0,0,0,0,0,131,0,114,0,0,0,0,0,0,0,128,0,113,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,1,245,246,4.0,241,0,1,241,12,12,5,5,3,3,True,245,245,4,1.0,1.0,1,0,0,13661.92
North Central,Luwero District,Bombo Town Council,Nakatonya HC III,olEYjGeLyZf,0,FtG1fIbSLf9,PxmpQ7Jxdcm,Bombo Town Council,olEYjGeLyZf,Luwero District,Bombo Town Council,Nakatonya HC III,WALTER REED_MUWRP,160699,DOD,FY2024Q4,19,0,0,1,0,5,1,0,8,0,2,0,0,0,2,0,0,0,0,0,0,20,0,0,0,12,1,1,0,0,6,0,0,6,12,1,0,1,0,0,0,0,0,7,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,0.0,20,0,0,25,0,0,0,0,0,0,False,20,431,10,0.0464037122969837,0.0,0,0,1,53213.92
South Central,Wakiso District,Kajjansi Town Council,Nakawuka HC III,bmQmfGiYGAM,0,dNvALNLexDU,LLyiZAxcCiv,Kajansi Town Council,bmQmfGiYGAM,Wakiso District,Kajansi Town Council,Nakawuka HC III,IDI_Masaka Wakiso Region,87029,CDC,FY2024Q4,243,6,0,0,118,6,49,6,8,5,12,3,11,2,5,1,3,0,8,0,205,22,0,26,0,3,5,41,0,0,194,166,0,22,3,5,30,11,0,0,6,22,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,116,0,15,1,3,19,10,0,0,6,68,0,10,0,2,0,6,0,0,2,69,0,10,0,2,19,6,0,0,2,69,0,10,0,2,19,6,0,0,2,243,253,205.0,22,0,26,22,10,10,170,88,108,108,True,243,1533,630,0.1585127201565557,0.3253968253968254,0,1,0,
North Central,Nakasongola District,Lwabyata Subcounty,Nakayonza  HC III,R2Cl01FXyrt,0,oDe38lQYRyp,XeCUwgg3Rvf,Lwabiyata Subcounty,R2Cl01FXyrt,Nakasongola District,Lwabiyata Subcounty,Nakayonza HC III,WALTER REED_MUWRP,160699,DOD,FY2024Q4,47,0,0,3,0,13,2,0,8,0,3,0,8,0,7,0,2,0,1,0,1,47,0,0,0,44,0,0,0,0,3,2,0,0,44,0,0,0,0,0,1,2,0,0,44,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,48,1.0,47,0,0,47,3,3,1,0,0,0,True,47,47,1,1.0,1.0,0,0,1,
North Central,Mukono District,Nagalama Town Council,Nakifuma HC III,bAh0tns9mFX,0,bBH0FEU8PDN,Mk0WqN96ceD,Nakifuma-Naggalama Town Council,bAh0tns9mFX,Mukono District,Nakifuma-Naggalama Town Council,Nakifuma HC III,WALTER REED_MUWRP,160699,DOD,FY2024Q4,379,0,0,6,23,60,0,1,165,1,51,0,26,0,19,0,17,1,9,0,2,337,0,11,0,332,0,21,0,0,26,21,0,5,332,0,21,0,0,0,0,21,0,5,290,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,379,350,2.0,337,0,11,337,0,0,2,2,2,1,True,379,542,3,0.6992619926199262,0.6666666666666666,0,0,1,
North Central,Mukono District,Nagalama Town Council,Nakifuma Prison HC II,FgldlD8VLgC,0,gHmx5nkvJoB,Mk0WqN96ceD,Nakifuma-Naggalama Town Council,FgldlD8VLgC,Mukono District,Nakifuma-Naggalama Town Council,Nakifuma Prison HC II,UPS,84974,CDC,FY2024Q4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1.0,0,0,1,0,0,0,1,1,1,1,True,1,542,3,0.0018450184501845,0.3333333333333333,0,1,0,
North Central,Nakasongola District,Nakitoma Subcounty,Nakitoma HC III,ixo6xmc8VE9,0,y6ktJyq7wBV,jwnWvBxqSjE,Nakitoma Subcounty,ixo6xmc8VE9,Nakasongola District,Nakitoma Subcounty,Nakitoma HC III,WALTER REED_MUWRP,160699,DOD,FY2024Q4,33,0,0,3,2,10,0,1,5,1,4,0,3,0,3,1,0,0,0,0,6,27,0,0,0,23,0,4,0,0,6,0,0,6,23,0,4,0,0,0,0,0,0,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,33,33,6.0,27,0,0,27,0,0,0,0,1,1,True,33,33,6,1.0,1.0,0,0,1,27435.08
North Central,Kyankwanzi District,Mulagi Subcounty,Nalinya Ndagire HC III,RXMQeaZcjjG,0,HGkypbucq4X,ILCyxuqQSeQ,Mulagi Subcounty,RXMQeaZcjjG,Kyankwanzi District,Mulagi Subcounty,Nalinya Ndagire HC III,Baylor Fort Portal_Mubende Region,87039,CDC,FY2024Q4,19,0,0,0,0,3,0,0,2,0,3,0,8,0,2,0,0,0,1,0,10,9,0,0,0,19,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,19,19,10.0,9,0,0,9,0,0,10,2,2,2,True,19,19,10,1.0,1.0,0,1,0,26782.06
South Central,Wakiso District,Katabi Town Council,Nalugala HC II,NnCBsNdKT4X,0,tJcEFYdOYzM,rn4p1djzeOx,Katabi Town Council,NnCBsNdKT4X,Wakiso District,Katabi Town Council,Nalugala HC II,IDI_Masaka Wakiso Region,87029,CDC,FY2024Q4,165,0,0,0,84,2,23,11,14,8,4,5,5,0,6,0,1,0,2,0,37,132,0,0,0,0,3,26,38,0,98,98,0,0,0,3,26,0,38,0,0,87,0,0,0,2,24,0,19,0,0,2,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,4,0,0,9,0,0,0,1,2,0,21,0,0,7,0,0,0,1,11,0,11,0,0,7,0,0,0,1,2,0,11,0,0,7,0,0,0,1,2,0,11,0,0,165,169,37.0,132,0,0,132,6,6,33,30,21,21,True,165,344,70,0.4796511627906977,0.5285714285714286,0,1,0,217678.14
Bunyoro,Kakumiro District,Nalweyo Subcounty,Nalweyo HC III,uXgyniUkd0D,0,cfa8VK58DQo,m08oJ4viCu2,Nalweyo Subcounty,uXgyniUkd0D,Kakumiro District,Nalweyo Town Council,Nalweyo HC III,Baylor_Hoima Region,81977,CDC,FY2024Q4,323,4,0,9,41,46,37,21,60,3,43,2,29,1,13,0,10,0,4,0,19,303,0,0,0,206,0,8,0,0,105,91,0,2,206,0,2,6,0,0,12,91,0,0,194,0,0,4,0,0,10,2,0,0,3,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,323,322,19.0,303,0,0,299,5,5,6,4,3,3,False,319,319,19,1.0,1.0,0,1,0,18022.94
Bugisu,Mbale City,Northern Division (Mbale MC),Namakwekwe HC III,XJnDlwQcKju,0,a88VbG5tObG,KeAiqBoZ3MO,Northern Division,XJnDlwQcKju,Mbale City,Northern Division,Namakwekwe HC III,Baylor_Eastern Region,82001,USAID,FY2024Q4,192,0,0,13,22,24,20,4,51,0,23,0,11,2,5,3,7,2,5,0,12,180,0,2,0,103,0,28,0,3,58,44,0,14,103,0,27,1,0,3,0,41,0,13,102,0,21,1,0,2,0,1,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,192,194,12.0,180,0,2,180,3,3,5,1,3,3,True,192,1603,76,0.1197754210854647,0.1578947368421052,1,0,0,
Karamoja,Nakapiripirit District,Namalu Subcounty,Namalu Prisons HC II,sVEZ8dNNAQQ,0,eKDhZdEowdh,f0mvx00i9Eo,Namalu Subcounty,sVEZ8dNNAQQ,Nakapiripirit District,Namalu Subcounty,Namalu Prisons HC II,UPS,84974,CDC,FY2024Q4,4,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.0,4,0,0,4,0,0,0,0,0,0,True,4,4,0,1.0,,0,1,0,28563.96
Lango,Amolatar District,Namasale Subcounty,Namasale HC III,QhhZ8aHXOWM,0,Gl0c6hwvkFn,R82rafiM67t,Namasale Subcounty,QhhZ8aHXOWM,Amolatar District,Namasale Subcounty,Namasale HC III,JCRC_Kigezi Lango Region,81997,USAID,FY2024Q4,"1,158",1,0,58,182,138,101,116,162,64,115,35,62,29,44,9,29,5,8,0,31,1130,0,0,0,2,0,1,602,5,550,12,0,0,2,0,1,0,602,5,538,12,0,0,0,0,0,0,583,1,534,0,0,0,0,0,0,0,23,0,34,0,0,0,0,0,0,0,23,0,34,0,0,0,2,0,1,0,21,3,8,0,0,0,2,0,15,0,15,4,3,0,0,0,2,0,1,0,15,4,3,0,0,0,2,0,1,0,15,4,3,"1,158","1,161",31.0,"1,130",0,0,"1,130",57,57,35,39,25,25,False,1160,1160,31,1.0,1.0,1,0,0,20621.63
Bugisu,Mbale City,Mbale Industrial Division,Namatala HC IV,mAVOIO9mDPJ,0,XpVzu4AzmCG,DJG8nTm9LwU,Industrial Division,mAVOIO9mDPJ,Mbale City,Industrial Division,Namatala HC IV,Baylor_Eastern Region,82001,USAID,FY2024Q4,748,0,0,14,95,87,28,4,148,5,125,6,103,3,79,4,34,1,12,0,31,720,0,0,0,372,45,197,0,12,122,120,0,1,372,45,178,19,0,12,1,116,0,1,369,45,160,17,0,12,0,2,0,0,3,0,1,0,0,0,0,2,0,0,3,0,1,0,0,0,0,5,0,0,3,0,8,0,0,0,0,2,0,0,2,0,0,1,0,0,0,2,0,0,1,0,5,0,0,0,0,2,0,0,2,0,3,0,0,0,0,748,751,31.0,720,0,0,720,6,6,16,5,8,7,True,748,787,34,0.9504447268106736,0.9117647058823528,1,0,0,
North Central,Buvuma District,Bweema Subcounty,Namatale HC III,LDngLVQbqNI,0,DmtsEv0aK6w,D6wmFo5jwI6,Bweema Subcounty,LDngLVQbqNI,Buvuma District,Bweema Subcounty,Namatale HC III,WALTER REED_MUWRP,160699,DOD,FY2024Q4,535,0,0,28,81,53,48,49,54,33,47,22,28,9,27,9,12,14,21,0,0,380,2,154,0,34,0,0,500,0,1,1,0,0,34,0,0,0,500,0,0,1,0,0,32,0,0,0,347,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,536,0.0,380,2,154,380,1,1,1,0,0,0,True,535,1155,9,0.4632034632034632,0.0,0,0,1,18074.44
South Central,Wakiso District,Namayumba Town Council,Namayumba HC IV,m2ROGumujet,0,xdrw2f1AJWl,HiQbYEqTPzW,Namayumba Town Council,m2ROGumujet,Wakiso District,Namayumba Town Council,Namayumba HC IV,IDI_Masaka Wakiso Region,87029,CDC,FY2024Q4,365,17,0,1,215,5,62,7,10,12,9,6,6,3,4,0,5,1,2,0,272,97,0,0,0,0,0,25,0,2,338,288,0,49,0,0,20,5,0,2,1,94,0,0,0,0,0,1,0,2,0,5,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0,135,0,30,0,0,15,3,0,0,1,62,0,11,0,0,0,0,0,0,0,62,0,11,0,0,9,0,0,0,0,42,0,10,0,0,5,0,0,0,0,365,369,272.0,97,0,0,97,6,6,184,73,82,57,True,365,365,272,1.0,1.0,0,1,0,31196.64
Busoga,Iganga District,Nambale Subcounty,Nambale HC III,tJVNDcI33wJ,0,xJMWCa53TSj,AOGX26cey78,Nambale Subcounty,tJVNDcI33wJ,Iganga District,Nambale Subcounty,Nambale HC III,MJAP_East Central Region,82000,USAID,FY2024Q4,5,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,6,0,0,0,1,0,4,0,0,1,0,0,1,1,0,4,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0.0,6,0,0,6,0,0,0,0,0,0,False,6,6,0,1.0,,1,0,0,48039.2
North Central,Mukono District,Seeta-Namuganga Subcounty,Namuganga HC III,aiyix4P4FmA,0,tPJSluOKIQl,CuiGQ2DQgSg,Seetanamuganga Subcounty,aiyix4P4FmA,Mukono District,Seetanamuganga Subcounty,Namuganga HC III,WALTER REED_MUWRP,160699,DOD,FY2024Q4,90,0,0,1,22,10,1,0,8,1,15,0,9,0,19,0,0,0,4,0,0,51,0,2,0,59,0,4,1,0,26,22,0,4,59,0,3,1,1,0,0,2,0,4,43,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,53,0.0,51,0,2,51,0,0,0,0,0,0,True,90,90,0,1.0,,0,0,1,
South Central,Wakiso District,Kira Division,Namugongo Fund For Special Children Clinic,afvG6pq13B1,0,k2OhJe4N2et,D6MCjuwUa0h,Kira Division,afvG6pq13B1,Wakiso District,Kira Division,Namugongo Fund For Special Children Clinic,IDI_Masaka Wakiso Region,87029,CDC,FY2024Q4,174,0,0,1,27,13,12,7,25,3,24,2,21,6,15,2,5,1,10,0,52,122,0,0,0,0,19,80,2,14,59,37,0,22,0,19,37,43,2,14,0,32,0,0,0,14,27,36,0,13,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,4,0,16,0,5,10,6,0,2,0,2,0,13,0,1,0,6,0,1,0,2,0,13,0,1,3,6,0,1,0,2,0,13,0,1,2,6,0,1,0,174,174,52.0,122,0,0,122,2,2,43,23,26,25,True,174,1507,295,0.1154611811546118,0.1762711864406779,0,1,0,124627.94
Busoga,Iganga District,Namungalwe Subcounty,Namungalwe HC III,a8Qm23qwGwy,0,KIdUUpSJe9y,I38rXPcCciB,Namungalwe Subcounty,a8Qm23qwGwy,Iganga District,Namungalwe Town Council,Namungalwe HC III,MJAP_East Central Region,82000,USAID,FY2024Q4,189,0,0,4,13,29,12,21,31,15,27,6,6,2,10,1,5,1,6,0,9,208,0,2,0,25,0,121,0,0,72,12,0,7,25,0,118,3,0,0,53,12,0,7,22,0,111,3,0,0,53,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,5,0,0,0,0,189,219,9.0,208,0,2,208,4,4,0,3,8,8,False,218,218,9,1.0,1.0,1,0,0,
Busoga,Kamuli District,Namwendwa Subcounty,Namwendwa HC IV,laf6Imo7rNr,0,fQRYvQbzgcD,OoviyENe8zU,Namwendwa Subcounty,zyI8GDUVYdE,Kamuli District,Namwendwa Town Council,Namwendwa HC IV,MJAP_East Central Region,82000,USAID,FY2024Q4,152,0,1,5,33,13,23,13,16,14,13,4,6,6,0,2,1,0,2,0,0,152,0,8,0,4,3,88,8,0,48,46,0,1,4,3,76,12,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,160,0.0,152,0,8,0,0,0,0,0,0,0,False,151,151,0,1.0,,1,0,0,59334.18
Busoga,Bugiri District,Nankoma Subcounty,Nankoma HC IV,ygGN15RPkJR,0,a1eQBjb14BM,vUkdLL8XAId,Nankoma Subcounty,ygGN15RPkJR,Bugiri District,Nankoma Subcounty,Nankoma HC IV,MJAP_East Central Region,82000,USAID,FY2024Q4,185,0,0,4,46,17,16,5,25,6,24,4,17,2,8,5,3,2,1,0,0,184,0,0,0,71,0,22,0,0,92,63,0,11,71,0,11,11,0,0,18,63,0,11,71,0,10,11,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,184,0.0,184,0,0,184,0,0,0,0,0,0,True,185,185,0,1.0,,1,0,0,42393.77
Busoga,Kamuli District,Nawanyago Subcounty,Nawanyago HC III,tbeQC8kTgVd,0,u5jh3vFnPAW,WVBaSNUgK9K,Nawanyago Subcounty,tbeQC8kTgVd,Kamuli District,Nawanyago Town Council,Nawanyago HC III,UPMB_LSD,81995,USAID,FY2024Q4,19,0,0,0,2,7,1,1,2,0,2,0,1,0,0,0,2,0,1,0,0,19,0,0,0,1,0,3,0,0,15,0,0,0,1,0,3,0,0,0,15,0,0,0,1,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0.0,19,0,0,19,0,0,0,0,0,0,True,19,123,3,0.1544715447154471,0.0,1,0,0,24554.17
Busoga,Kamuli District,Nawanyago Subcounty,Nawanyago Prison Clinic,GA0249i0Bzz,0,D6Di09LzivB,WVBaSNUgK9K,Nawanyago Subcounty,GA0249i0Bzz,Kamuli District,Nawanyago Subcounty,Nawanyago Prison Clinic,UPS,84974,CDC,FY2024Q4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1,0,0,0,0,0,0,0,0,0,True,1,123,3,0.008130081300813,0.0,0,1,0,24554.17
