Unnamed: 0,DHIS2 District,DHIS2 Subcounty,DHIS2 HF Name,Agency,"MSM, Male",Transgender,Sex Workers,PWID,People in prisons and other enclosed settings (Incarcerated Population),Pregnant,Breast feeding,Health Facility,Community,Adolescents and young women (10-24) years,Clients of sex workers,"Displaced persons (e.g., refugees)",Fishing communities,"Military and other uniformed services (including police, border guards, and security workers),Female","Mobile Populations (e.g., migrant workers, truck drivers)",Non-injecting drug users,Discordant Couples,usaid,cdc,dod,total_facility,total_subcounty,pct_of_subcounty_reached,pct_usaid_subcounty,District,Subcounty,subcounty_pop_adjusted,total,pct_pop_prep
252,Kasese District,Bugoye Subcounty,Bugoye HC III,CDC,0.0,0.0,213.0,0.0,1.0,1.0,0.0,13.0,367.0,6.0,104.0,0.0,14.0,0.0,0.0,0.0,3.0,0,1,0,380.0,380.0,1.0,0.0,Kasese District,Bugoye Subcounty,36596.93,722.0,0.019728430772745144
253,Kasese District,Central Division,Kasese Community Health Center HC III,CDC,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,46.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,46.0,613.0,0.0750407830342577,0.0,Kasese District,Central Division,32662.33,87.0,0.002663618915123324
254,Kasese District,Central Division,Katodoba UMSC HC III,CDC,0.0,0.0,39.0,0.0,0.0,0.0,0.0,1.0,95.0,2.0,8.0,0.0,0.0,5.0,7.0,0.0,1.0,0,1,0,96.0,613.0,0.1566068515497553,0.0,Kasese District,Central Division,32662.33,158.0,0.00483737688033891
255,Kasese District,Central Division,Mt. St. Mary's  Hospital-DOK,CDC,11.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,95.0,613.0,0.1549755301794453,0.0,Kasese District,Central Division,32662.33,188.0,0.005755866161415918
256,Kasese District,Central Division,St. Paul (Kasese) Hospital,CDC,3.0,2.0,95.0,0.0,0.0,2.0,2.0,2.0,374.0,26.0,61.0,0.0,35.0,1.0,22.0,0.0,2.0,0,1,0,376.0,613.0,0.6133768352365416,0.0,Kasese District,Central Division,32662.33,627.0,0.019196425974509473
257,Kasese District,Hima Town Council,Hima HC III,CDC,0.0,0.0,428.0,0.0,0.0,61.0,9.0,17.0,668.0,10.0,90.0,1.0,20.0,18.0,9.0,0.0,17.0,0,1,0,685.0,685.0,1.0,0.0,Kasese District,Hima Town Council,13529.05,1348.0,0.09963744682738257
258,Kasese District,Kabatunda Kirabaho Town Council,Kabatunda HC III,,0.0,0.0,83.0,0.0,0.0,0.0,0.0,2.0,218.0,1.0,98.0,0.0,0.0,8.0,4.0,0.0,1.0,0,0,0,220.0,220.0,1.0,0.0,Kasese District,Kabatunda Kirabaho Town Council,,415.0,
259,Kasese District,Karambi Subcounty,Karambi (Kasese) HC III,,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,47.0,47.0,1.0,0.0,Kasese District,Karambi Subcounty,26565.76,94.0,0.0035383892649786795
260,Kasese District,Karusandara Subcounty,Karusandara HC III,CDC,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,115.0,115.0,1.0,0.0,Kasese District,Karusandara Subcounty,12315.71,230.0,0.018675334186985568
261,Kasese District,Katwe Kabatoro Town Council,Katwe (Kabatoro) HC III,CDC,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,328.0,0.0,0.0,0.0,261.0,0.0,0.0,0.0,0.0,0,1,0,328.0,328.0,1.0,0.0,Kasese District,Katwe Kabatoro Town Council,6595.09,656.0,0.09946793751108779
262,Kasese District,Kisinga Town Council,Nyabirongo HC III,CDC,0.0,0.0,85.0,0.0,0.0,0.0,0.0,8.0,130.0,0.0,53.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,138.0,138.0,1.0,0.0,Kasese District,Kisinga Town Council,16522.23,277.0,0.01676529136805383
263,Kasese District,Kitswamba Subcounty,Ibuga Prisons Health Centre II,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,1.0,1.0,0.0,Kasese District,Kitswamba Subcounty,30598.21,2.0,6.536330066366628e-05
264,Kasese District,Kitswamba Town Council,Kitswamba HC III,CDC,0.0,0.0,394.0,0.0,0.0,0.0,2.0,2.0,472.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,474.0,474.0,1.0,0.0,Kasese District,Kitswamba Town Council,30598.21,950.0,0.03104756781524148
265,Kasese District,Kyabarungi Subcounty,Rwesande HC IV,CDC,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,26.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,26.0,26.0,1.0,0.0,Kasese District,Kyabarungi Subcounty,16850.8,40.0,0.002373774538894296
266,Kasese District,Kyarumba Town Council,Kyarumba HC III,,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,38.0,38.0,1.0,0.0,Kasese District,Kyarumba Town Council,43336.22,75.0,0.0017306539425912088
267,Kasese District,Lakekatwe Subcounty,Hamukungu HC II,CDC,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,140.0,6.0,3.0,0.0,70.0,0.0,0.0,0.0,0.0,0,1,0,140.0,652.0,0.2147239263803681,0.0,Kasese District,Lakekatwe Subcounty,,278.0,
268,Kasese District,Lakekatwe Subcounty,Kasenyi HC II,CDC,0.0,0.0,32.0,0.0,0.0,15.0,15.0,0.0,190.0,4.0,4.0,0.0,129.0,0.0,0.0,0.0,1.0,0,1,0,190.0,652.0,0.2914110429447852,0.0,Kasese District,Lakekatwe Subcounty,,390.0,
269,Kasese District,Lakekatwe Subcounty,Katunguru HC II,CDC,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,322.0,0.0,1.0,0.0,217.0,9.0,0.0,0.0,0.0,0,1,0,322.0,652.0,0.4938650306748466,0.0,Kasese District,Lakekatwe Subcounty,,639.0,
270,Kasese District,Mpondwe-Lhubiriha Town Council,Bwera Hospital,CDC,1.0,0.0,399.0,0.0,0.0,0.0,0.0,31.0,577.0,1.0,160.0,0.0,1.0,3.0,12.0,11.0,8.0,0,1,0,608.0,719.0,0.8456189151599444,0.0,Kasese District,Mpondwe-Lhubiriha Town Council,52891.53,1204.0,0.02276356913857474
271,Kasese District,Mpondwe-Lhubiriha Town Council,Kasanga Phc HC III,CDC,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,111.0,1.0,11.0,0.0,60.0,0.0,0.0,1.0,0.0,0,1,0,111.0,719.0,0.1543810848400556,0.0,Kasese District,Mpondwe-Lhubiriha Town Council,52891.53,219.0,0.004140549536003213
272,Kasese District,Muhokya Town Council,Muhokya HC III,CDC,0.0,0.0,316.0,0.0,0.0,0.0,0.0,1.0,460.0,1.0,36.0,0.0,51.0,0.0,57.0,0.0,0.0,0,1,0,461.0,461.0,1.0,0.0,Kasese District,Muhokya Town Council,19798.66,922.0,0.046568808192069565
273,Kasese District,Nyakiyumbi Subcounty,Kayanzi HC II,CDC,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0,1,0,150.0,150.0,1.0,0.0,Kasese District,Nyakiyumbi Subcounty,,300.0,
274,Kasese District,Nyamwamba Division,Kasese Municipal Council HC III,CDC,6.0,0.0,529.0,0.0,0.0,1.0,2.0,57.0,727.0,73.0,125.0,0.0,0.0,2.0,20.0,0.0,7.0,0,1,0,784.0,1158.0,0.6770293609671848,0.0,Kasese District,Nyamwamba Division,57786.09,1549.0,0.026805758963792153
275,Kasese District,Nyamwamba Division,Rukoki HC IV,CDC,0.0,0.0,247.0,2.0,0.0,3.0,0.0,2.0,372.0,4.0,63.0,0.0,20.0,0.0,6.0,0.0,4.0,0,1,0,374.0,1158.0,0.3229706390328152,0.0,Kasese District,Nyamwamba Division,57786.09,723.0,0.012511661543461412
276,Kassanda District,Bukuya Subcounty,Kitokolo HC II,CDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0,1,0,8.0,8.0,1.0,0.0,Kassanda District,Bukuya Subcounty,64084.54,16.0,0.00024967020126851185
277,Kassanda District,Bukuya Town Council,Bukuya HC IV,CDC,1.0,0.0,125.0,0.0,0.0,10.0,0.0,71.0,205.0,7.0,58.0,11.0,3.0,4.0,16.0,2.0,17.0,0,1,0,276.0,276.0,1.0,0.0,Kassanda District,Bukuya Town Council,32042.27,530.0,0.01654065083403891
278,Kassanda District,Kassanda Town Council,Kassanda HC IV,CDC,0.0,0.0,176.0,0.0,0.0,10.0,2.0,10.0,355.0,67.0,100.0,0.0,0.0,0.0,1.0,0.0,5.0,0,1,0,365.0,719.0,0.5076495132127955,0.0,Kassanda District,Kassanda Town Council,7486.04,726.0,0.09698051306164542
279,Kassanda District,Kassanda Town Council,ST. Gabriel Mirembe Maria HC III,CDC,0.0,0.0,153.0,0.0,0.0,0.0,0.0,350.0,4.0,1.0,138.0,0.0,1.0,0.0,46.0,0.0,7.0,0,1,0,354.0,719.0,0.4923504867872044,0.0,Kassanda District,Kassanda Town Council,7486.04,700.0,0.09350738173987849
280,Kassanda District,Kiganda Subcounty,Musozi HC III,CDC,0.0,0.0,55.0,0.0,0.0,0.0,0.0,77.0,96.0,31.0,45.0,1.0,0.0,0.0,28.0,5.0,0.0,0,1,0,173.0,173.0,1.0,0.0,Kassanda District,Kiganda Subcounty,78747.62,338.0,0.0042921932116805565
281,Kassanda District,Kiganda Town Council,Kiganda HC IV,CDC,0.0,0.0,105.0,0.0,0.0,0.0,0.0,69.0,147.0,31.0,40.0,0.0,0.0,0.0,8.0,0.0,23.0,0,1,0,216.0,216.0,1.0,0.0,Kassanda District,Kiganda Town Council,39373.81,423.0,0.010743181825685653
282,Kassanda District,Myanzi Subcounty,Myanzi HC III,CDC,0.0,0.0,40.0,0.0,0.0,0.0,0.0,9.0,248.0,2.0,21.0,0.0,149.0,0.0,39.0,0.0,1.0,0,1,0,257.0,257.0,1.0,0.0,Kassanda District,Myanzi Subcounty,44230.26,509.0,0.011507958578583983
283,Katakwi District,Katakwi Town Council,Katakwi Hospital,CDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0,1,0,17.0,17.0,1.0,0.0,Katakwi District,Katakwi Town Council,7990.74,34.0,0.00425492507577521
284,Katakwi District,Magoro Subcounty,Magoro HC III,CDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,7.0,7.0,1.0,0.0,Katakwi District,Magoro Subcounty,19227.01,8.0,0.0004160813355794791
285,Katakwi District,Ngariam Subcounty,Ngariam HC III,CDC,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,40.0,3.0,5.0,0.0,0.0,8.0,0.0,0.0,11.0,0,1,0,41.0,41.0,1.0,0.0,Katakwi District,Ngariam Subcounty,11274.38,72.0,0.006386160480665012
286,Katakwi District,Toroma Subcounty,Toroma HC IV,CDC,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,106.0,1.0,30.0,0.0,54.0,3.0,0.0,0.0,6.0,0,1,0,106.0,106.0,1.0,0.0,Katakwi District,Toroma Subcounty,12064.39,212.0,0.01757237622457497
287,Kayunga District,Bbaale Subcounty,Bbaale HC IV,DOD,0.0,0.0,63.0,0.0,0.0,0.0,0.0,35.0,92.0,3.0,19.0,0.0,22.0,0.0,1.0,0.0,17.0,0,0,1,127.0,127.0,1.0,0.0,Kayunga District,Bbaale Subcounty,35368.14,252.0,0.007125056618753489
288,Kayunga District,Busaana Town Council,Busana HC III,DOD,0.0,0.0,96.0,0.0,0.0,21.0,20.0,100.0,265.0,86.0,46.0,0.0,31.0,0.0,17.0,0.0,42.0,0,0,1,365.0,365.0,1.0,0.0,Kayunga District,Busaana Town Council,58182.64,724.0,0.012443574234513938
289,Kayunga District,Galiraya Subcounty,Galiraya HC III,DOD,0.0,0.0,50.0,0.0,0.0,0.0,0.0,32.0,219.0,29.0,9.0,0.0,124.0,0.0,24.0,0.0,0.0,0,0,1,251.0,387.0,0.648578811369509,0.0,Kayunga District,Galiraya Subcounty,49755.18,487.0,0.009787925598902465
290,Kayunga District,Galiraya Subcounty,Kawongo HC III,DOD,0.0,0.0,29.0,0.0,0.0,13.0,13.0,32.0,104.0,19.0,14.0,0.0,56.0,0.0,0.0,0.0,4.0,0,0,1,136.0,387.0,0.3514211886304909,0.0,Kayunga District,Galiraya Subcounty,49755.18,284.0,0.005707948398538604
291,Kayunga District,Kangulumira Town Council,Kangulumira HC IV,DOD,0.0,0.0,75.0,0.0,0.0,31.0,24.0,105.0,153.0,11.0,48.0,0.0,1.0,2.0,12.0,31.0,11.0,0,0,1,258.0,258.0,1.0,0.0,Kayunga District,Kangulumira Town Council,55366.62,504.0,0.00910295770267356
292,Kayunga District,Kayonza Subcounty,Lugasa HC III,DOD,0.0,0.0,52.0,0.0,0.0,3.0,1.0,32.0,82.0,18.0,19.0,0.0,0.0,0.0,4.0,0.0,13.0,0,0,1,114.0,114.0,1.0,0.0,Kayunga District,Kayonza Subcounty,122419.62,224.0,0.0018297720577796271
293,Kayunga District,Kayunga Town Council,Kayunga Regional Referral Hospital,DOD,40.0,0.0,163.0,0.0,0.0,62.0,3.0,206.0,285.0,89.0,64.0,0.0,0.0,4.0,9.0,5.0,19.0,0,0,1,491.0,491.0,1.0,0.0,Kayunga District,Kayunga Town Council,55745.66,949.0,0.017023746781363785
294,Kayunga District,Kitimbwa Town Council,Wabwoko HC III,DOD,0.0,0.0,191.0,0.0,0.0,12.0,5.0,102.0,252.0,9.0,66.0,0.0,0.0,4.0,9.0,0.0,38.0,0,0,1,354.0,354.0,1.0,0.0,Kayunga District,Kitimbwa Town Council,46865.0,688.0,0.01468046516590206
295,Kayunga District,Nazigo Town Council,Nazigo HC III,DOD,0.0,0.0,73.0,0.0,0.0,26.0,10.0,69.0,186.0,92.0,17.0,0.0,0.0,0.0,13.0,0.0,15.0,0,0,1,255.0,255.0,1.0,0.0,Kayunga District,Nazigo Town Council,44009.84,501.0,0.01138381780074638
296,Kazo District,Kazo Town Council,Kazo HC IV,USAID,0.0,0.0,116.0,0.0,0.0,0.0,0.0,88.0,287.0,2.0,62.0,0.0,0.0,1.0,1.0,0.0,141.0,1,0,0,375.0,375.0,1.0,1.0,Kazo District,Kazo Town Council,13332.32,698.0,0.052353978902396583
297,Kibaale District,Kibaale Town Council,Kibaale HC IV,CDC,0.0,0.0,123.0,0.0,0.0,0.0,0.0,65.0,305.0,75.0,160.0,0.0,0.0,0.0,0.0,0.0,12.0,0,1,0,370.0,411.0,0.9002433090024331,0.0,Kibaale District,Kibaale Town Council,6849.5,740.0,0.10803708299875904
298,Kibaale District,Kibaale Town Council,St. Luke Bujuni (Kibaale) HC III,CDC,0.0,0.0,32.0,0.0,0.0,0.0,0.0,41.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0,1,0,41.0,411.0,0.0997566909975669,0.0,Kibaale District,Kibaale Town Council,6849.5,82.0,0.011971676764727353
299,Kibaale District,Kyebando Subcounty,Kyebando HC III,CDC,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,82.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,82.0,82.0,1.0,0.0,Kibaale District,Kyebando Subcounty,13735.05,164.0,0.011940255040935417
300,Kibaale District,Mugarama Subcounty,Mugarama HC III,CDC,0.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,193.0,21.0,14.0,0.0,0.0,0.0,0.0,0.0,4.0,0,1,0,193.0,193.0,1.0,0.0,Kibaale District,Mugarama Subcounty,12234.34,387.0,0.031632274401398035
301,Kiboga District,Bukomero Town Council,Bukomero HC IV,CDC,0.0,0.0,117.0,0.0,0.0,0.0,0.0,11.0,186.0,13.0,32.0,0.0,0.0,0.0,0.0,0.0,12.0,0,1,0,197.0,197.0,1.0,0.0,Kiboga District,Bukomero Town Council,29214.92,371.0,0.012698990789637625
302,Kiboga District,Ddwaniro Subcounty,Katwe (Dwaniro) HC III,CDC,0.0,0.0,64.0,0.0,0.0,0.0,0.0,68.0,37.0,4.0,29.0,0.0,0.0,0.0,5.0,0.0,0.0,0,1,0,105.0,105.0,1.0,0.0,Kiboga District,Ddwaniro Subcounty,24946.6,207.0,0.008297723938332278
303,Kiboga District,Kiboga Town Council,Kiboga Hospital,CDC,0.0,0.0,129.0,0.0,1.0,0.0,0.0,83.0,196.0,73.0,42.0,0.0,0.0,0.0,0.0,0.0,27.0,0,1,0,279.0,279.0,1.0,0.0,Kiboga District,Kiboga Town Council,39836.28,551.0,0.013831612791154194
304,Kiboga District,Kyomya Subcounty,Kyanamuyonjo HC III,CDC,0.0,0.0,22.0,0.0,0.0,4.0,0.0,102.0,20.0,8.0,28.0,0.0,0.0,0.0,52.0,0.0,0.0,0,1,0,122.0,122.0,1.0,0.0,Kiboga District,Kyomya Subcounty,,236.0,
305,Kiboga District,Lwamata Town Council,Lwamata HC III,CDC,0.0,0.0,66.0,0.0,0.0,0.0,0.0,20.0,111.0,7.0,39.0,0.0,0.0,0.0,0.0,0.0,14.0,0,1,0,131.0,131.0,1.0,0.0,Kiboga District,Lwamata Town Council,29095.44,257.0,0.0088329992603652
306,Kiboga District,Muwanga Subcounty,Muwanga HC III,CDC,0.0,0.0,64.0,0.0,0.0,1.0,0.0,77.0,96.0,18.0,27.0,0.0,0.0,0.0,0.0,0.0,29.0,0,1,0,173.0,185.0,0.9351351351351352,0.0,Kiboga District,Muwanga Subcounty,37084.12,312.0,0.008413304670570583
307,Kiboga District,Muwanga Subcounty,Nabwendo HC III,CDC,0.0,0.0,4.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0,1,0,12.0,185.0,0.0648648648648648,0.0,Kiboga District,Muwanga Subcounty,37084.12,24.0,0.0006471772823515833
308,Kiboga District,Nkandwa Subcounty,Kambugu HC III,CDC,0.0,0.0,111.0,0.0,0.0,0.0,0.0,90.0,54.0,8.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0,1,0,144.0,144.0,1.0,0.0,Kiboga District,Nkandwa Subcounty,26569.88,271.0,0.010199519154772246
309,Kikuube District,Kabwoya Subcounty,Kabwoya HC III,CDC,0.0,0.0,138.0,0.0,0.0,0.0,0.0,1.0,182.0,0.0,15.0,0.0,0.0,2.0,5.0,0.0,16.0,0,1,0,183.0,438.0,0.4178082191780822,0.0,Kikuube District,Kabwoya Subcounty,68834.90000000001,359.0,0.005215377664527732
310,Kikuube District,Kabwoya Subcounty,Sebigoro HC III,CDC,0.0,0.0,30.0,0.0,0.0,3.0,0.0,54.0,201.0,0.0,2.0,0.0,220.0,1.0,0.0,0.0,0.0,0,1,0,255.0,438.0,0.5821917808219178,0.0,Kikuube District,Kabwoya Subcounty,68834.90000000001,511.0,0.007423559851180142
311,Kikuube District,Kikuube Town Council,Kikuube HC IV,CDC,0.0,0.0,141.0,0.0,0.0,0.0,0.0,3.0,342.0,120.0,69.0,0.0,0.0,0.0,2.0,0.0,0.0,0,1,0,345.0,345.0,1.0,0.0,Kikuube District,Kikuube Town Council,,677.0,
312,Kikuube District,Kyangwali Subcounty,Buhuuka Health Centre II,CDC,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,2.0,119.0,0.0168067226890756,0.0,Kikuube District,Kyangwali Subcounty,98971.67,4.0,4.041560579911403e-05
313,Kikuube District,Kyangwali Subcounty,Kyangwali HC IV,CDC,0.0,0.0,67.0,0.0,0.0,0.0,0.0,50.0,67.0,20.0,10.0,0.0,0.0,0.0,6.0,0.0,11.0,0,1,0,117.0,119.0,0.9831932773109244,0.0,Kikuube District,Kyangwali Subcounty,98971.67,231.0,0.0023340012348988352
314,Kiruhura District,Kinoni Subcounty,Kiruhura Kinoni HC III,USAID,0.0,0.0,242.0,0.0,0.0,0.0,0.0,1.0,271.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,5.0,1,0,0,272.0,272.0,1.0,1.0,Kiruhura District,Kinoni Subcounty,21272.59,539.0,0.02533777034202229
315,Kiruhura District,Kiruhura Town Council,Kiruhura HC IV,USAID,0.0,0.0,89.0,0.0,0.0,0.0,0.0,141.0,108.0,0.0,93.0,0.0,0.0,0.0,1.0,1.0,39.0,1,0,0,249.0,249.0,1.0,1.0,Kiruhura District,Kiruhura Town Council,5756.67,472.0,0.08199184598040186
316,Kiruhura District,Rushere Town Council,Rushere Community Hospital,USAID,0.0,0.0,44.0,0.0,0.0,0.0,0.0,2.0,102.0,0.0,40.0,0.0,0.0,0.0,16.0,0.0,2.0,1,0,0,104.0,104.0,1.0,1.0,Kiruhura District,Rushere Town Council,4391.92,206.0,0.04690431519699812
317,Kiruhura District,Sanga Town Council,Sanga HC III,USAID,0.0,0.0,326.0,0.0,0.0,8.0,0.0,31.0,403.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,10.0,1,0,0,434.0,434.0,1.0,1.0,Kiruhura District,Sanga Town Council,9349.31,864.0,0.09241323691267056
318,Kiryandongo District,Bweyale Town Council,Nyakadoti HC III,CDC,0.0,0.0,1389.0,0.0,0.0,0.0,0.0,9.0,2004.0,3.0,617.0,0.0,0.0,0.0,3.0,0.0,1.0,0,1,0,2013.0,2189.0,0.9195979899497488,0.0,Kiryandongo District,Bweyale Town Council,32108.19,4026.0,0.12538856908471016
319,Kiryandongo District,Bweyale Town Council,Panyadoli HC IV,CDC,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,78.0,0.0,0.0,0.0,1.0,0.0,14.0,0,1,0,176.0,2189.0,0.0804020100502512,0.0,Kiryandongo District,Bweyale Town Council,32108.19,353.0,0.010994079703651934
320,Kiryandongo District,Diima Subcounty,Diima HC III,CDC,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,105.0,105.0,1.0,0.0,Kiryandongo District,Diima Subcounty,,209.0,
321,Kiryandongo District,Kigumba Subcounty,Kigumba HC III,CDC,0.0,0.0,94.0,0.0,1.0,0.0,0.0,0.0,180.0,4.0,54.0,0.0,0.0,0.0,3.0,0.0,0.0,0,1,0,180.0,180.0,1.0,0.0,Kiryandongo District,Kigumba Subcounty,45258.2,336.0,0.00742406900848907
322,Kiryandongo District,Kiryandongo Town Council,Kiryandongo Hospital,CDC,0.0,0.0,52.0,0.0,0.0,0.0,0.0,5.0,79.0,0.0,21.0,0.0,0.0,0.0,3.0,0.0,4.0,0,1,0,84.0,84.0,1.0,0.0,Kiryandongo District,Kiryandongo Town Council,6151.16,164.0,0.02666163780490184
323,Kisoro District,Southern Division,Kisoro Hospital,USAID,0.0,0.0,13.0,0.0,0.0,0.0,0.0,7.0,195.0,59.0,7.0,1.0,0.0,12.0,20.0,0.0,4.0,1,0,0,202.0,304.0,0.6644736842105263,0.6644736842105263,Kisoro District,Southern Division,21434.3,318.0,0.014836033833621812
324,Kisoro District,Southern Division,Kisoro Prisons Health Centre II,,0.0,0.0,0.0,0.0,102.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,102.0,304.0,0.3355263157894737,0.6644736842105263,Kisoro District,Southern Division,21434.3,204.0,0.00951745566685173
325,Kitagwenda District,Bukurungo Town Council,Bukurungu HC II,CDC,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,308.0,0.0,43.0,0.0,243.0,1.0,1.0,0.0,0.0,0,1,0,308.0,308.0,1.0,0.0,Kitagwenda District,Bukurungo Town Council,,609.0,
326,Kitagwenda District,Kabujogera Town Council,Kicheche HC III,,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,69.0,69.0,1.0,0.0,Kitagwenda District,Kabujogera Town Council,3660.62,138.0,0.03769853194267638
327,Kitagwenda District,Kitagwenda Town Council,Ntara HC IV,CDC,0.0,0.0,338.0,0.0,0.0,0.0,0.0,1.0,404.0,9.0,34.0,1.0,5.0,0.0,3.0,0.0,7.0,0,1,0,405.0,405.0,1.0,0.0,Kitagwenda District,Kitagwenda Town Council,,802.0,
328,Kitagwenda District,Mahyoro Town Council,Mahyoro HC III,CDC,0.0,0.0,55.0,0.0,0.0,0.0,0.0,68.0,233.0,5.0,1.0,0.0,202.0,0.0,9.0,0.0,0.0,0,1,0,301.0,301.0,1.0,0.0,Kitagwenda District,Mahyoro Town Council,,573.0,
329,Kitagwenda District,Nyabbani Subcounty,Nyabbani HC III,,0.0,0.0,80.0,0.0,0.0,1.0,1.0,33.0,235.0,1.0,125.0,7.0,6.0,0.0,0.0,0.0,0.0,0,0,0,268.0,268.0,1.0,0.0,Kitagwenda District,Nyabbani Subcounty,22611.59,489.0,0.021626077600027244
330,Kitgum District,Central Division,Kitgum Hospital,USAID,0.0,0.0,282.0,5.0,0.0,2.0,2.0,22.0,817.0,57.0,101.0,1.0,0.0,19.0,40.0,100.0,23.0,1,0,0,839.0,839.0,1.0,1.0,Kitgum District,Central Division,82879.98,1471.0,0.017748556406504926
331,Kitgum District,Pandwong Division,New Life Health Centre III,USAID,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,2.0,2.0,1.0,1.0,Kitgum District,Pandwong Division,19284.69,4.0,0.00020741842363035135
332,Koboko District,Southern Division,Koboko Hospital,CDC,0.0,0.0,225.0,0.0,0.0,2.0,1.0,11.0,867.0,2.0,161.0,0.0,0.0,8.0,161.0,0.0,5.0,0,1,0,878.0,878.0,1.0,0.0,Koboko District,Southern Division,21434.3,1443.0,0.06732200258464237
333,Kole District,Aboke Subcounty,Aboke HC IV,USAID,0.0,0.0,184.0,0.0,0.0,36.0,8.0,747.0,332.0,10.0,9.0,0.0,216.0,0.0,60.0,136.0,24.0,1,0,0,1079.0,1079.0,1.0,1.0,Kole District,Aboke Subcounty,48009.33,1762.0,0.036701199537673194
334,Kole District,Akalo Subcounty,Akalo HC III,,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,0.0,0.0,1.0,0.0,6.0,0.0,0,0,0,22.0,22.0,1.0,0.0,Kole District,Akalo Subcounty,29753.61,44.0,0.0014788121508616937
335,Kumi District,Ongino Subcounty,Kumi (Ongino) Hospital,CDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,90.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,4.0,0,1,0,93.0,93.0,1.0,0.0,Kumi District,Ongino Subcounty,43243.52,186.0,0.004301222472176179
336,Kumi District,Southern Division,Kumi HC IV,CDC,0.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,322.0,18.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,322.0,322.0,1.0,0.0,Kumi District,Southern Division,19190.96,646.0,0.03366168237545178
