Statistical Region,UAIS 2011_ Region,PIRS UnitID,PIRS District,PIRS Subcounty,PIRS Service outlet,PIRS Mechanism name,pirs Mechanism ID,PIRS US Agency,DATIM ID,DHIS2 ID,DHIS2 District,DHIS2 Subcounty,DHIS2 HF Name,COP  Mechanism name,COP  Mechanism ID,COP US Agency,Type of Support,Period,Numerator (Overall TOTAL),Unknown age Female,"Female
<1yr","Female
1-4yrs","Female
5-9yrs","Female
10-14 yrs","Female
15-19 yrs","Female
20-24 yrs","Female
25-29 yrs","Female
30-34 yrs","Female
35-39 yrs","Female
40-44 yrs","Female
45-49 yrs","Female
 50-54 yrs","Female
 55-59 yrs","Female
 60-64 yrs","Female
 65+ yrs","Male
Unknown age ","Male
<1yr","Male
1-4yrs","Male
5-9yrs","Male
10-14 yrs","Male
15-19 yrs","Male
20-24 yrs","Male
25-29 yrs","Male
30-34 yrs","Male
35-39 yrs","Male
40-44 yrs","Male
45-49 yrs","Male
 50-54 yrs","Male
 55-59 yrs","Male
 60-64 yrs","Male
 65+ yrs","Sex Workers, Female",People in prisons and other enclosed settings (Incarcerated Population),PWID,MSM,Transgender,"<3 months of ARVs dispensed by Unknown Age, Female","<3 months of ARVs dispensed by Unknown Age, Male","<3 months of ARVs dispensed by <15yrs, Female","<3 months of ARVs dispensed by <15yrs, Male","<3 months of ARVs dispensed by 15+yrs, Female","<3 months of ARVs dispensed by 15+yrs, Male","3-5 months of ARVs dispensed to patient by Unknown Age, Female","3-5 months of ARVs dispensed to patient by Unknown Age, Male","3-5 months of ARVs dispensed to patient by <15yrs, Female","3-5 months of ARVs dispensed to patient by <15yrs, Male","3-5 months of ARVs dispensed to patient by 15+yrs, Female","3-5 months of ARVs dispensed to patient by 15+yrs, Male","4 or more months of ARVs dispensed to patient by Unknown Age, Female","5 or more months of ARVs dispensed to patient by Unknown Age, Male","6 or more months of ARVs dispensed to patient by <15yrs, Female","6 or more months of ARVs dispensed to patient by <15yrs, Male","6 or more months of ARVs dispensed to patient by 15+yrs, Female","6 or more months of ARVs dispensed to patient by 15+yrs, Male",subcounty_ART_total,pct_art_pop_subcounty,usaid,cdc,dod,Subcounty,District,County,Subcounty Population,subcounty_pop_adjusted
Northern Region,West Nile,P1F2OCX6d3t,Zombo District,Paidha Town Council,Paidha Health Centre III,IDI West Nile,84981.0,CDC,RQUNPK2Na5k,P1F2OCX6d3t,Zombo District,Paidha Town Council,Paidha Health Centre III,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,1928,0.0,0.0,5.0,11.0,20.0,37.0,151.0,236.0,248.0,187.0,132.0,100.0,79.0,42.0,25.0,17.0,0.0,0.0,3.0,12.0,17.0,14.0,25.0,53.0,93.0,105.0,98.0,72.0,47.0,45.0,20.0,34.0,0,0,0,0,0,,,16,12,195,69,,,16,18,507,199,,,4,2,552,338,1928.0,1.0,0,1,0,Paidha Town Council,,,31632.0,32580.96
Northern Region,Mid Northern,RM8vegpr7j7,Agago District,Paimol Subcounty,Paimol Health Centre III,TASO Ankole Acholi,81998.0,USAID,Om7UJ4O18OR,RM8vegpr7j7,Agago District,Lai Mutu Town Council,Paimol Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,193,0.0,0.0,2.0,3.0,3.0,1.0,2.0,16.0,24.0,23.0,16.0,7.0,9.0,5.0,1.0,1.0,0.0,0.0,0.0,4.0,7.0,1.0,1.0,8.0,6.0,18.0,14.0,8.0,6.0,2.0,3.0,2.0,0,0,0,0,0,,,1,1,9,5,,,6,9,46,24,,,1,1,50,40,193.0,1.0,1,0,0,Paimol,,,21019.0,21649.57
Northern Region,Mid Northern,NiSWW2k1Hqt,Pader District,Pajule Town Council,Pajule Health Centre IV,TASO Ankole Acholi,81998.0,USAID,w6ZdGYe7TYI,NiSWW2k1Hqt,Pader District,Pajule Town Council,Pajule Health Centre IV,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,1586,0.0,0.0,2.0,6.0,24.0,20.0,36.0,80.0,145.0,200.0,159.0,139.0,96.0,69.0,29.0,38.0,0.0,0.0,1.0,6.0,18.0,16.0,14.0,25.0,46.0,76.0,108.0,73.0,67.0,48.0,24.0,21.0,0,0,0,0,0,,,4,3,45,21,,,9,8,197,65,,,19,14,769,432,1586.0,1.0,1,0,0,Pajule Town Council,,,22713.0,23394.39
Northern Region,West Nile,DID38FOFn2W,Adjumani District,Pakele Subcounty,Ayilo I Health Centre III,IDI West Nile,84981.0,CDC,dYSmle0b6He,DID38FOFn2W,Adjumani District,Pakele Subcounty,Ayilo I Health Centre III,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,217,0.0,0.0,1.0,1.0,4.0,0.0,15.0,15.0,17.0,32.0,32.0,16.0,4.0,3.0,5.0,5.0,0.0,1.0,1.0,3.0,4.0,1.0,1.0,6.0,11.0,10.0,12.0,10.0,3.0,0.0,0.0,4.0,0,0,0,0,0,,,1,1,14,8,,,4,7,94,42,,,1,1,36,8,471.0,0.4607218684,0,1,0,Pakele,,,43837.0,45152.11
Northern Region,West Nile,atv0z4e9m8B,Adjumani District,Pakele Subcounty,Bira Health Centre III,IDI West Nile,84981.0,CDC,SERcvFvB2K9,atv0z4e9m8B,Adjumani District,Pakele Subcounty,Bira Health Centre III,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,151,0.0,0.0,0.0,3.0,1.0,1.0,5.0,8.0,15.0,12.0,26.0,10.0,6.0,2.0,4.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,8.0,6.0,12.0,6.0,6.0,5.0,2.0,2.0,0,0,0,0,0,,,1,1,6,9,,,3,1,62,33,,,0,0,28,7,471.0,0.3205944798,0,1,0,Pakele,,,43837.0,45152.11
Northern Region,West Nile,ytpNGyNQyIv,Adjumani District,Pakele Subcounty,Maryland Kocoa Health Centre III,UEC,81974.0,CDC,V7lILrmaYRe,ytpNGyNQyIv,Adjumani District,Pakele Subcounty,Maryland Kocoa Health Centre III,UEC,81974,CDC,DSD,FY2025Q1,103,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,16.0,13.0,13.0,4.0,5.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,6.0,4.0,5.0,7.0,2.0,0.0,1.0,0,0,0,0,0,,,0,0,2,4,,,1,1,59,24,,,0,0,8,4,471.0,0.2186836518,0,1,0,Pakele,,,43837.0,45152.11
Northern Region,West Nile,LhNgo4n9Wi9,Adjumani District,Pakele Town Council,Pakele Health Centre III,IDI West Nile,84981.0,CDC,xApd7k0cJGa,LhNgo4n9Wi9,Adjumani District,Pakele Town Council,Pakele Health Centre III,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,204,0.0,0.0,1.0,0.0,1.0,2.0,4.0,9.0,14.0,21.0,21.0,17.0,12.0,11.0,10.0,9.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,3.0,4.0,5.0,11.0,14.0,7.0,9.0,8.0,5.0,0,0,0,0,0,,,1,1,10,8,,,1,1,95,45,,,0,2,25,15,204.0,1.0,0,1,0,Pakele Town Council,,,5631.0,5799.93
Northern Region,West Nile,S9QduX5GY1K,Pakwach District,Pakwach Subcounty,Panyigoro Health Centre III,IDI West Nile,84981.0,CDC,gA5vUQTEaKe,S9QduX5GY1K,Pakwach District,Pakwach Subcounty,Panyigoro Health Centre III,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,365,0.0,0.0,3.0,2.0,5.0,5.0,14.0,41.0,46.0,27.0,21.0,20.0,11.0,7.0,9.0,6.0,0.0,0.0,1.0,2.0,7.0,3.0,3.0,4.0,20.0,26.0,19.0,19.0,18.0,15.0,6.0,5.0,0,0,0,0,0,,,7,8,20,10,,,3,2,103,66,,,0,0,84,62,365.0,1.0,0,1,0,Pakwach,,,20905.0,21532.15
Northern Region,West Nile,R11qcaG5pbk,Pakwach District,Pakwach Town Council,Pakwach Health Centre IV,IDI West Nile,84981.0,CDC,uoPMoNsLZfS,R11qcaG5pbk,Pakwach District,Pakwach Town Council,Pakwach Health Centre IV,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,1293,0.0,0.0,3.0,5.0,13.0,17.0,50.0,83.0,99.0,136.0,132.0,122.0,80.0,66.0,38.0,27.0,0.0,0.0,1.0,5.0,20.0,14.0,12.0,18.0,39.0,56.0,66.0,63.0,32.0,55.0,16.0,25.0,0,0,0,0,0,,,9,11,59,38,,,12,13,447,171,,,0,2,344,187,1519.0,0.8512179065,0,1,0,Pakwach Town Council,,,23040.0,23731.2
Northern Region,West Nile,a1DNpYv02JK,Pakwach District,Pakwach Town Council,Pakwach Mission Health Centre III,UEC,81974.0,CDC,Fxfs6HysZOX,a1DNpYv02JK,Pakwach District,Pakwach Town Council,Pakwach Mission Health Centre III,UEC,81974,CDC,DSD,FY2025Q1,226,0.0,0.0,0.0,3.0,5.0,2.0,8.0,19.0,33.0,29.0,21.0,11.0,7.0,6.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,5.0,9.0,14.0,13.0,11.0,7.0,6.0,4.0,2.0,0,0,0,0,0,,,3,2,20,21,,,2,2,54,26,,,3,0,67,26,1519.0,0.1487820935,0,1,0,Pakwach Town Council,,,23040.0,23731.2
Northern Region,Mid Northern,aNW8E8PWwck,Lamwo District,Palabek Gem Subcounty,Palabek-Gem Health Centre III,TASO Ankole Acholi,81998.0,USAID,BT1UERKCwd4,aNW8E8PWwck,Lamwo District,Palabek Gem Subcounty,Palabek-Gem Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,542,0.0,0.0,1.0,3.0,4.0,7.0,16.0,31.0,44.0,55.0,55.0,36.0,30.0,20.0,24.0,17.0,0.0,0.0,2.0,2.0,6.0,9.0,1.0,7.0,23.0,33.0,35.0,29.0,22.0,10.0,10.0,10.0,0,0,0,0,0,,,1,0,5,2,,,1,4,63,12,,,6,6,267,175,542.0,1.0,1,0,0,Palabek Gem,,,15078.0,15530.34
Northern Region,Mid Northern,VLi163AL9A0,Lamwo District,Palabek Kal Subcounty,Palabek-Kal Health Centre IV,TASO Ankole Acholi,81998.0,USAID,SSmAlI6CfNU,VLi163AL9A0,Lamwo District,Palabek Kal Subcounty,Palabek-Kal Health Centre IV,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,1129,0.0,0.0,1.0,4.0,12.0,11.0,28.0,48.0,84.0,99.0,111.0,103.0,76.0,55.0,44.0,38.0,0.0,0.0,1.0,3.0,14.0,18.0,3.0,12.0,32.0,69.0,78.0,64.0,52.0,27.0,19.0,23.0,0,0,0,0,0,,,1,0,8,3,,,1,1,71,12,,,15,17,618,382,1129.0,1.0,1,0,0,Palabek Kal,,,14447.0,14880.41
Northern Region,Mid Northern,pkhPSHZSnr3,Lamwo District,Palabek Ogili Subcounty,Akworo Health Centre III,TASO Ankole Acholi,81998.0,USAID,Dcx1XF4pMbF,pkhPSHZSnr3,Lamwo District,Palabek Ogili Subcounty,Akworo Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,44,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,12.0,5.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,0,1,1,2,,,0,1,33,6,,,0,0,0,0,852.0,0.05164319249,1,0,0,Palabek Ogili,,,9491.0,9775.73
Northern Region,Mid Northern,uhK5lYkfbvk,Lamwo District,Palabek Ogili Subcounty,Awich Health Centre III,TASO Ankole Acholi,81998.0,USAID,0,uhK5lYkfbvk,Lamwo District,Palabek Ogili Subcounty,Awich Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,47,0.0,0.0,0.0,1.0,0.0,0.0,2.0,8.0,7.0,6.0,6.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,3.0,0.0,1.0,0.0,0.0,0,0,0,0,0,,,1,0,7,1,,,0,0,18,5,,,0,0,10,5,852.0,0.05516431925,1,0,0,Palabek Ogili,,,9491.0,9775.73
Northern Region,Mid Northern,lmi2JiLawTV,Lamwo District,Palabek Ogili Subcounty,Palabek Ogili Health Centre III,TASO Ankole Acholi,81998.0,USAID,vy0CiISNpMC,lmi2JiLawTV,Lamwo District,Palabek Ogili Subcounty,Palabek Ogili Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,442,0.0,1.0,2.0,3.0,1.0,11.0,15.0,30.0,43.0,52.0,40.0,34.0,17.0,21.0,5.0,11.0,0.0,0.0,0.0,3.0,9.0,8.0,4.0,7.0,22.0,26.0,22.0,21.0,13.0,9.0,8.0,4.0,0,0,0,0,0,,,2,1,10,5,,,5,9,96,49,,,0,2,173,90,852.0,0.5187793427,1,0,0,Palabek Ogili,,,9491.0,9775.73
Northern Region,Mid Northern,BqmsCq2bJXK,Lamwo District,Palabek Ogili Subcounty,Paluda Health Centre III,TASO Ankole Acholi,81998.0,USAID,0,BqmsCq2bJXK,Lamwo District,Palabek Ogili Subcounty,Paluda Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,319,0.0,0.0,2.0,7.0,5.0,2.0,6.0,23.0,57.0,36.0,34.0,19.0,13.0,8.0,6.0,5.0,0.0,0.0,4.0,3.0,3.0,0.0,6.0,4.0,11.0,24.0,16.0,7.0,9.0,3.0,5.0,1.0,0,0,0,0,0,,,4,3,31,10,,,9,6,108,40,,,1,1,70,36,852.0,0.3744131455,1,0,0,Palabek Ogili,,,9491.0,9775.73
Northern Region,Mid Northern,ltWFhjfI6qF,Gulu District,Palaro Subcounty,Labworomor Health Centre III,TASO Ankole Acholi,81998.0,USAID,oUBMSXcMWim,ltWFhjfI6qF,Gulu District,Palaro Subcounty,Labworomor Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,270,0.0,0.0,1.0,1.0,1.0,4.0,6.0,20.0,19.0,26.0,32.0,15.0,10.0,10.0,5.0,12.0,0.0,0.0,4.0,3.0,3.0,5.0,0.0,4.0,13.0,10.0,19.0,13.0,10.0,7.0,7.0,10.0,0,0,0,0,0,,,1,5,18,2,,,1,1,23,9,,,1,4,118,87,270.0,1.0,1,0,0,Palaro,,,13555.0,13961.65
Northern Region,Mid Northern,aod4x8edzQu,Lamwo District,Paloga Subcounty,Paloga Health Centre III,TASO Ankole Acholi,81998.0,USAID,DzRq3wQsJvG,aod4x8edzQu,Lamwo District,Paloga Subcounty,Paloga Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,362,0.0,0.0,0.0,1.0,1.0,4.0,8.0,20.0,26.0,31.0,39.0,26.0,21.0,18.0,17.0,16.0,0.0,0.0,0.0,3.0,11.0,2.0,4.0,2.0,8.0,23.0,32.0,18.0,7.0,11.0,6.0,7.0,0,0,0,0,0,,,0,2,8,6,,,0,8,68,24,,,2,4,150,90,362.0,1.0,1,0,0,Paloga,,,9139.0,9413.17
Northern Region,West Nile,aQnmwOGxGcK,Obongi District,Palorinya Subcounty,Palorinya Health Centre III,IDI West Nile,84981.0,CDC,NB34PBvLmiM,aQnmwOGxGcK,Obongi District,Palorinya Subcounty,Palorinya Health Centre III,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,337,0.0,0.0,3.0,5.0,5.0,6.0,19.0,23.0,28.0,37.0,39.0,27.0,22.0,10.0,5.0,5.0,0.0,0.0,1.0,4.0,7.0,3.0,2.0,2.0,10.0,12.0,18.0,15.0,10.0,12.0,2.0,5.0,0,0,0,0,0,,,2,4,38,7,,,11,8,135,58,,,0,0,48,26,337.0,1.0,0,1,0,Palorinya,,,2105.0,2168.15
Northern Region,Mid Northern,w4z6Vt9nkBs,Nwoya District,Paminyai Subcounty,Langol Health Centre II,TASO Ankole Acholi,81998.0,USAID,xhJytFqpHs6,w4z6Vt9nkBs,Nwoya District,Paminyai Subcounty,Langol Health Centre II,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,0,0,,,1,0,9,4,,,0,0,12,9,,,0,0,0,0,0.0,,1,0,0,Paminyai,,,,
Northern Region,Mid Northern,v6eIpzse4SO,Kitgum District,Pandwong Division,New Life Health Centre III,UPMB LSD,81995.0,USAID,Jc7DIal36lk,v6eIpzse4SO,Kitgum District,Pandwong Division,New Life Health Centre III,UPMB_LSD,81995,USAID,DSD,FY2025Q1,1059,0.0,0.0,4.0,5.0,15.0,16.0,33.0,93.0,154.0,152.0,109.0,63.0,29.0,23.0,16.0,11.0,0.0,0.0,1.0,9.0,8.0,7.0,4.0,16.0,33.0,79.0,82.0,52.0,21.0,11.0,7.0,6.0,0,0,0,0,0,,,3,1,55,41,,,20,16,232,79,,,1,1,412,198,1105.0,0.9583710407,1,0,0,Pandwong Division,,,18723.0,19284.69
Northern Region,Mid Northern,nfcZPqAomrp,Kitgum District,Pandwong Division,Yot Kom Health Centre III,UPMB LSD,81995.0,USAID,SVAbaPdudqy,nfcZPqAomrp,Kitgum District,Pandwong Division,Yot Kom Health Centre III,UPMB_LSD,81995,USAID,DSD,FY2025Q1,46,0.0,0.0,0.0,1.0,0.0,1.0,4.0,9.0,8.0,5.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,,,0,0,7,3,,,1,0,22,4,,,0,0,4,5,1105.0,0.04162895928,1,0,0,Pandwong Division,,,18723.0,19284.69
Northern Region,West Nile,YcMgrtcbVpk,Pakwach District,Panyamur Town Council,Panyimur Health Centre III,IDI West Nile,84981.0,CDC,fbUSxUZa4On,YcMgrtcbVpk,Pakwach District,Panyamur Town Council,Panyimur Health Centre III,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,1211,0.0,1.0,3.0,9.0,22.0,14.0,51.0,123.0,113.0,151.0,94.0,85.0,65.0,47.0,29.0,23.0,0.0,0.0,3.0,5.0,14.0,9.0,6.0,26.0,49.0,81.0,55.0,38.0,31.0,25.0,20.0,19.0,0,0,0,0,0,,,9,5,138,59,,,16,10,378,153,,,10,7,279,147,1211.0,1.0,0,1,0,Panyamur Town Council,,,,
Northern Region,North East,UMtqIRI0zt7,Kotido District,Panyangara Subcounty,Napumpum Health Centre III,ANECCA Karamoja Region,85006.0,USAID,xsP7aAgCUKc,UMtqIRI0zt7,Kotido District,Panyangara Subcounty,Napumpum Health Centre III,ANECCA_Karamoja Region,85006,USAID,DSD,FY2025Q1,7,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,0,0,0,0,,,0,0,5,1,,,0,0,0,1,7.0,1.0,1,0,0,Panyangara,,,17806.0,18340.18
Northern Region,West Nile,Ea3Z8ofIGDw,Pakwach District,Panyango Subcounty,Pakia Health Centre III,IDI West Nile,84981.0,CDC,K0VJLU5vZuk,Ea3Z8ofIGDw,Pakwach District,Panyango Subcounty,Pakia Health Centre III,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,337,0.0,0.0,0.0,2.0,3.0,4.0,12.0,24.0,27.0,35.0,32.0,19.0,25.0,16.0,10.0,5.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,8.0,13.0,12.0,26.0,22.0,11.0,5.0,9.0,6.0,0,0,0,0,0,,,5,5,39,26,,,0,1,77,42,,,0,0,93,49,337.0,1.0,0,1,0,Panyango,,,28319.0,29168.57
Northern Region,West Nile,oexw63IOiAD,Maracha District,Paranga Subcounty,Ajikoro Health Centre III,IDI West Nile,84981.0,CDC,f5QJset0Ars,oexw63IOiAD,Maracha District,Paranga Subcounty,Ajikoro Health Centre III,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,22,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0,0,0,0,0,,,0,0,1,1,,,0,0,11,4,,,0,0,3,2,22.0,1.0,0,1,0,Paranga,,,,
Northern Region,West Nile,xYbII9uvF5o,Nebbi District,Parombo Town Council,Parombo Health Centre III,IDI West Nile,84981.0,CDC,KpC4I2oPAkJ,xYbII9uvF5o,Nebbi District,Parombo Town Council,Parombo Health Centre III,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,726,0.0,0.0,4.0,7.0,6.0,14.0,23.0,62.0,61.0,83.0,77.0,41.0,45.0,38.0,17.0,25.0,0.0,0.0,0.0,3.0,4.0,6.0,8.0,14.0,24.0,26.0,40.0,26.0,34.0,12.0,14.0,12.0,0,0,0,0,0,,,8,2,81,34,,,9,5,206,84,,,0,0,199,98,726.0,1.0,0,1,0,Parombo Town Council,,,,
Northern Region,Mid Northern,T5RAXrLQCD6,Gulu District,Patiko Subcounty,Patiko Health Centre III,TASO Ankole Acholi,81998.0,USAID,yGmZaMr1m1q,T5RAXrLQCD6,Gulu District,Patiko Subcounty,Patiko Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,283,0.0,0.0,2.0,1.0,5.0,6.0,7.0,15.0,28.0,44.0,29.0,17.0,18.0,5.0,8.0,7.0,0.0,0.0,1.0,1.0,3.0,4.0,1.0,4.0,9.0,12.0,14.0,10.0,14.0,9.0,5.0,4.0,0,0,0,0,0,,,0,1,26,2,,,4,3,28,10,,,3,1,131,74,283.0,1.0,1,0,0,Patiko,,,18352.0,18902.56
Northern Region,Mid Northern,oUcwyNtRzrb,Agago District,Patongo Town Council,Patongo Health Centre III,TASO Ankole Acholi,81998.0,USAID,yqMIrpBNXnq,oUcwyNtRzrb,Agago District,Patongo Town Council,Patongo Health Centre IV,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,2252,0.0,0.0,6.0,15.0,25.0,31.0,75.0,121.0,163.0,236.0,221.0,182.0,133.0,84.0,69.0,80.0,0.0,0.0,3.0,9.0,20.0,38.0,22.0,36.0,62.0,106.0,154.0,114.0,87.0,65.0,37.0,58.0,0,0,0,0,0,,,0,0,191,85,,,44,30,636,380,,,2,2,550,295,2252.0,1.0,1,0,0,Patongo Town Council,,,11528.0,11873.84
Northern Region,West Nile,b583xiTbJgi,Madi-Okollo District,Pawor Subcounty,Pawor Health Centre III,IDI West Nile,84981.0,CDC,oWXtfIqIoIo,b583xiTbJgi,Madi-Okollo District,Pawor Subcounty,Pawor Health Centre III,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,195,0.0,0.0,0.0,0.0,1.0,5.0,8.0,11.0,14.0,18.0,22.0,14.0,10.0,12.0,2.0,11.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,6.0,8.0,8.0,11.0,11.0,10.0,2.0,5.0,0,0,0,0,0,,,1,2,13,1,,,0,0,80,45,,,0,0,34,19,195.0,1.0,0,1,0,Pawor,,,9782.0,10075.460000000001
Eastern Region,Mid Eastern,auY0zuO56sC,Butebo District,Petete Town Council,Galimagi (Butebo) Health Centre III,UPMB LSD,81995.0,USAID,RoZWVPET3yM,auY0zuO56sC,Butebo District,Petete Town Council,Galimagi (Butebo) Health Centre III,UPMB_LSD,81995,USAID,DSD,FY2025Q1,65,0.0,0.0,1.0,1.0,3.0,1.0,2.0,6.0,4.0,4.0,5.0,5.0,2.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,4.0,6.0,2.0,5.0,1.0,0,0,0,0,0,,,0,0,0,1,,,3,1,9,8,,,2,0,25,16,65.0,1.0,1,0,0,Petete Town Council,,,,
Northern Region,West Nile,aBicVbbaQ8B,Pakwach District,Pokwero Subcounty,Pokwero Health Centre III,IDI West Nile,84981.0,CDC,SlkWWiZItDN,aBicVbbaQ8B,Pakwach District,Pokwero Subcounty,Pokwero Health Centre III,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,340,0.0,0.0,3.0,2.0,11.0,4.0,10.0,33.0,39.0,43.0,32.0,17.0,17.0,9.0,7.0,5.0,0.0,0.0,0.0,3.0,7.0,2.0,4.0,5.0,12.0,14.0,14.0,8.0,13.0,14.0,8.0,4.0,0,0,0,0,0,,,9,6,13,6,,,7,4,136,64,,,0,0,67,28,340.0,1.0,0,1,0,Pokwero,,,,
Northern Region,Mid Northern,afJ9NgYTYDa,Pader District,Puranga Subcounty,Ogonyo Health Centre III,TASO Ankole Acholi,81998.0,USAID,tig1UdAfrSU,afJ9NgYTYDa,Pader District,Puranga Subcounty,Ogonyo Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,189,0.0,0.0,0.0,1.0,4.0,3.0,9.0,7.0,17.0,24.0,19.0,11.0,13.0,7.0,8.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,4.0,11.0,13.0,14.0,7.0,1.0,2.0,3.0,0,0,0,0,0,,,1,0,10,8,,,0,1,22,6,,,4,2,90,45,189.0,1.0,1,0,0,Puranga,,,18917.0,19484.510000000002
Northern Region,Mid Northern,flJx2pns0FY,Pader District,Puranga Town Council,Puranga Health Centre III,TASO Ankole Acholi,81998.0,USAID,IlSzJf1PNjN,flJx2pns0FY,Pader District,Puranga Town Council,Puranga Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,650,0.0,0.0,0.0,9.0,13.0,14.0,17.0,40.0,67.0,69.0,64.0,45.0,35.0,13.0,10.0,14.0,0.0,0.0,1.0,2.0,6.0,4.0,3.0,9.0,21.0,34.0,49.0,31.0,33.0,18.0,22.0,7.0,0,0,0,0,0,,,2,0,38,13,,,20,9,76,22,,,0,0,274,196,650.0,1.0,1,0,0,Puranga Town Council,,,,
Northern Region,Mid Northern,fZ4QbeGxt8t,Nwoya District,Purongo Town Council,Purongo Health Centre III,TASO Ankole Acholi,81998.0,USAID,TipcoqEZMOP,fZ4QbeGxt8t,Nwoya District,Purongo Town Council,Purongo Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,1016,0.0,0.0,3.0,6.0,14.0,11.0,21.0,54.0,102.0,106.0,112.0,78.0,55.0,42.0,34.0,26.0,0.0,0.0,4.0,5.0,8.0,12.0,13.0,15.0,32.0,69.0,46.0,61.0,36.0,20.0,16.0,15.0,0,0,0,0,0,,,0,1,1,5,,,11,11,81,20,,,12,5,536,314,1016.0,1.0,1,0,0,Purongo Town Council,,,,
Northern Region,North East,NWVYfI4QaPR,Kotido District,Rengen Subcounty,Rengen Health Centre III,ANECCA Karamoja Region,85006.0,USAID,kKHE3jDreyg,NWVYfI4QaPR,Kotido District,Rengen Subcounty,Rengen Health Centre III,ANECCA_Karamoja Region,85006,USAID,DSD,FY2025Q1,57,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,8.0,5.0,10.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,7.0,3.0,1.0,0.0,0.0,1.0,0,0,0,0,0,,,0,0,1,0,,,1,0,26,13,,,0,0,11,5,57.0,1.0,1,0,0,Rengen,,,31807.0,32761.21
