KP Tracker ID,Region,Tracker District,KP Tracker Subcounty,KP Tracker Service outlet,KP Tracker Mechanism name,DATIM,DHIS2 ID,DHIS2 District,DHIS2 Subcounty,DHIS2 HF Name,COP  Mechanism name (DAPTS List),COP  Mechanism ID,Agency,Period,Comment,IP Response to column P,PREP _NEW Overall Total,PREP_NEW  Total Female,PREP_NEW  Total Male,"(15 - 19) Years, Female","(15 - 19) Years, Male","20-24 Years, Female","20-24 Years, Male","Female, 25 - 29 years","Male, 25 - 29 years","Female, 30-34 years","Male, 30-34 years","Female, 35-39 years","Male, 35-39 years","Female, 40 - 44 years","Male, 40 - 44 years","Female, 45 - 49 years","Male, 45 - 49 years","50+ Years, Female","50+ Years, Male",Total KP received PReP_NEW,"MSM, Male",Transgender,Sex Workers,PWID,People in prisons and other enclosed settings (Incarcerated Population),Pregnant,Breast feeding,Health Facility,Community,Oral,Injectable,Other including Ring,Ring,Event driven prep,Adolescents and young women (10-24) years,Clients of sex workers,"Displaced persons (e.g., refugees) ",Fishing communities ,"Military and other uniformed services (including police, border guards, and security workers),Female ","Mobile Populations (e.g., migrant workers, truck drivers) ",Non-injecting drug users,Discordant Couples,Others
Kigezi,Kabale District,Northern Division (Kabale MC),Z6BzVrxa9xd,Rugarama Hospital,CoP23 - UPMB_LSD,uTxAKXjndKU,Z6BzVrxa9xd,Kabale District,Northern Division,Rugarama Hospital,UPMB_LSD,81995,USAID,Oct-Dec 2024,,,26,24,2,0,0,4,0,13,1,7,1,0,0,0,0,0,0,0,0,24,0,0,24,0,0,0,0,6,21,27,0,0,0,0,0,1,0,0,0,0,0,0,0
Ankole,Kiruhura District,Kenshunga Subcounty,rrjDjA0JfXN,Rushere Community Hospital,CoP23 - UPMB_LSD,Jbd09M3YnLP,rrjDjA0JfXN,Kiruhura District,Rushere Town Council,Rushere Community Hospital,UPMB_LSD,81995,USAID,Oct-Dec 2024,,,39,18,21,2,6,4,4,7,2,4,2,1,1,0,5,0,1,0,0,20,0,0,20,0,0,0,0,2,37,38,0,0,0,0,0,14,0,0,0,3,0,2,0
Acholi,Gulu City,Gulu East,atGRMXTBJaA,TASO Gulu  Special Clinic,CoP23 - UPMB_LSD,ogz0kcVqILN,atGRMXTBJaA,Gulu City,Laroo Pece Division,TASO Gulu Special Clinic,UPMB_LSD,81995,USAID,Oct-Dec 2024,,,122,49,73,9,4,14,11,15,24,4,20,1,5,3,1,0,3,3,5,64,5,0,36,23,0,1,1,17,106,121,0,0,0,0,10,5,1,0,1,5,13,11,5
Busoga,Jinja City,Central Division (Jinja MC),zK4jOLmfhz9,TASO Jinja Special Clinic,CoP23 - UPMB_LSD,mPqUq6eGDgJ,zK4jOLmfhz9,Jinja City,Jinja South Division,TASO Jinja Special Clinic,UPMB_LSD,81995,USAID,Oct-Dec 2024,,,11,5,6,1,0,1,2,1,1,1,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,5,10,0,0,0,0,0,0,0,0,0,3,0,6,0
Bugisu,Mbale City,Northern Division (Mbale MC),a929G14p47c,TASO Mbale Special Clinic,CoP23 - UPMB_LSD,T0jQfERbuGq,a929G14p47c,Mbale City,Northern Division,TASO Mbale Special Clinic,UPMB_LSD,81995,USAID,Oct-Dec 2024,,,107,55,52,7,4,18,9,10,11,9,4,5,7,3,12,2,1,1,4,32,0,0,32,0,0,2,2,3,103,106,0,0,0,0,18,10,0,0,3,23,5,1,0
Ankole,Mbarara City,Kakoba Division,k4AuRrsUWCi,TASO Mbarara Special Clinic,CoP23 - UPMB_LSD,lNXByVymIkU,k4AuRrsUWCi,Mbarara City,Mbarara South Division,TASO Mbarara Special Clinic,UPMB_LSD,81995,USAID,Oct-Dec 2024,,,127,33,94,1,6,21,51,6,17,2,11,1,4,2,2,0,1,0,2,36,9,1,20,6,0,0,0,75,52,118,0,0,0,0,0,3,0,0,2,3,5,3,73
Kigezi,Rukungiri District,Eastern Division (Rukungiri MC),yNzhd0wG9MO,TASO Rukungiri Special Clinic,CoP23 - UPMB_LSD,fXS958PoKMY,yNzhd0wG9MO,Rukungiri District,Eastern Division,TASO Rukungiri Special Clinic,UPMB_LSD,81995,USAID,Oct-Dec 2024,,,85,77,8,11,0,41,1,22,3,3,2,0,1,0,1,0,0,0,0,77,0,0,77,0,0,0,0,0,85,84,0,0,0,0,0,8,0,0,0,0,0,0,0
Bukedi,Tororo District,Eastern Division (Tororo MC),CQqWk34vLNB,TASO Tororo Special Clinic,CoP23 - UPMB_LSD,CQNrzPjjdQR,CQqWk34vLNB,Tororo District,Eastern Division,TASO Tororo Special Clinic,UPMB_LSD,81995,USAID,Oct-Dec 2024,,,163,117,46,11,1,38,4,43,14,18,10,6,10,1,4,0,0,0,3,107,0,0,107,0,0,0,0,4,160,163,0,0,0,0,7,0,0,0,1,34,0,1,0
North Central,Nakasongola District,Kalongo Subcounty,aSMuKx05RO8,Bamugolodde HC III,CoP23 - WALTER REED_MUWRP,nxbahGlsYs6,aSMuKx05RO8,Nakasongola District,Kalongo Subcounty,Bamugolodde HC III,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,17,12,5,0,0,5,0,3,2,2,0,0,1,2,1,0,0,0,1,4,0,0,4,0,0,1,1,5,12,17,0,0,0,0,0,0,0,0,0,7,0,1,0
North Central,Luwero District,Bamunanika Subcounty,Y8UhpQhdeP2,Bamunanika HC III,CoP23 - WALTER REED_MUWRP,UJyO50KDa2H,Y8UhpQhdeP2,Luwero District,Bamunanika Subcounty,Bamunanika HC III,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,75,57,18,14,3,26,4,6,5,4,4,4,1,2,1,0,0,1,0,2,0,0,2,0,0,9,9,20,55,73,0,0,0,0,36,2,0,0,0,1,0,16,0
North Central,Kayunga District,Bbaale Subcounty,ptIo7ouXsPw,Bbaale HC IV,CoP23 - WALTER REED_MUWRP,oWG1PMWA3N1,ptIo7ouXsPw,Kayunga District,Bbaale Subcounty,Bbaale HC IV,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,53,28,25,2,0,6,6,7,2,7,3,2,2,1,4,2,4,1,4,26,0,0,26,0,0,0,0,10,43,53,0,0,0,0,0,13,0,7,0,0,0,6,0
North Central,Luwero District,Luwero Town Council,adofLhuj4HH,Bishop Ascili Hospital,CoP23 - WALTER REED_MUWRP,UF1nBnTp9Dw,adofLhuj4HH,Luwero District,Luweero Town Council,Bishop Ascili Hospital,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,85,29,56,3,3,10,5,5,19,3,7,1,8,3,3,1,6,3,5,11,0,0,11,0,0,0,0,37,48,85,0,0,0,0,10,26,0,0,0,29,0,8,0
North Central,Luwero District,Bombo Town Council,BQrPJsVTpud,Bombo HC III,CoP23 - WALTER REED_MUWRP,y2N4y0FP8Sn,BQrPJsVTpud,Luwero District,Bombo Town Council,Bombo HC III,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,77,64,13,22,0,18,1,10,1,7,3,4,3,3,3,0,1,0,1,28,0,0,28,0,0,0,0,16,61,77,0,0,0,0,35,8,0,0,0,3,0,2,0
North Central,Luwero District,Makulubita Subcounty,aGisGCcp7Hz,Bowa HC III,CoP23 - WALTER REED_MUWRP,lfqRE2uFw5B,aGisGCcp7Hz,Luwero District,Makulubita Subcounty,Bowa HC III,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,22,12,10,0,3,3,1,3,2,3,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,7,15,20,0,0,0,0,3,0,0,0,1,12,0,2,0
North Central,Buvuma District,Buvuma Bugaya Subcounty,aVeE8JrylXn,Bugaya HC III,CoP23 - WALTER REED_MUWRP,MOJCR8SL3fg,aVeE8JrylXn,Buvuma District,Bugaya Subcounty,Bugaya HC III,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,9,1,8,0,1,0,2,0,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,9,0,0,0,0,0
North Central,Buikwe District,Buikwe Town Council,cK5zkZIUFsN,Buikwe HC III,CoP23 - WALTER REED_MUWRP,fFPOG3kJ6y3,cK5zkZIUFsN,Buikwe District,Buikwe Town Council,Buikwe HC III,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,16,11,5,0,0,5,2,4,1,1,1,1,0,0,0,0,0,0,1,11,0,0,11,0,0,0,0,1,15,16,0,0,0,0,0,5,0,0,0,0,0,0,0
North Central,Luwero District,Wobulenzi Town Council,va7uRTbKCoJ,Bukalasa HC III,CoP23 - WALTER REED_MUWRP,cpwxIqMilOP,va7uRTbKCoJ,Luwero District,Wobulenzi Town Council,Bukalasa HC III,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,25,17,8,3,1,4,2,7,0,3,0,0,2,0,2,0,0,0,1,7,0,0,7,0,0,0,0,13,12,20,0,0,0,0,4,0,0,0,0,9,0,0,0
North Central,Buvuma District,Busamuzi Subcounty,afzGq7RpOTl,Busamuzi HC III,CoP23 - WALTER REED_MUWRP,Ubo79rcz8Zg,afzGq7RpOTl,Buvuma District,Busamuzi Subcounty,Busamuzi HC III,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,56,25,31,3,0,12,5,7,14,1,3,2,1,0,3,0,1,0,4,11,0,0,11,0,0,0,0,19,37,56,0,0,0,0,0,3,0,32,0,0,0,10,0
North Central,Kayunga District,Busaana Subcounty,aLmtlWu249T,Busana HC III,CoP23 - WALTER REED_MUWRP,IPokKXfWyfU,aLmtlWu249T,Kayunga District,Busaana Town Council,Busana HC III,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,180,143,37,33,2,89,4,11,9,5,8,1,4,2,3,2,6,0,1,49,0,0,49,0,0,11,11,32,148,180,0,0,0,0,63,21,0,10,0,3,0,8,0
North Central,Luwero District,Butuntumula Subcounty,NGteaaEKAMh,Butuntumula HC III,CoP23 - WALTER REED_MUWRP,qwvr2aWTESO,NGteaaEKAMh,Luwero District,Butuntumula Subcounty,Butuntumula HC III,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,27,19,8,0,0,2,0,8,3,6,4,2,1,1,0,0,0,0,0,14,0,0,13,0,1,0,0,3,28,31,0,0,0,0,1,4,0,0,0,4,0,8,0
North Central,Buvuma District,Buvuma Town Council,ewMHVf7tjwq,Buvuma HC IV,CoP23 - WALTER REED_MUWRP,QQNYltKfmYQ,ewMHVf7tjwq,Buvuma District,Buvuma Town Council,Buvuma HC IV,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,133,53,80,10,4,12,14,5,12,10,11,7,4,4,17,3,12,2,6,23,0,0,23,0,0,0,0,2,131,133,0,0,0,0,0,5,0,105,0,0,0,0,0
North Central,Buvuma District,Buwooya Subcounty,AIl1p6YgqxA,Buwooya HC II,CoP23 - WALTER REED_MUWRP,OMWRbhjqO1M,AIl1p6YgqxA,Buvuma District,Buwooya Subcounty,Buwooya HC III,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,14,11,3,0,0,3,1,2,0,2,1,0,0,2,1,0,0,2,0,6,0,0,6,0,0,0,0,6,8,14,0,0,0,0,0,1,0,4,0,0,0,3,0
North Central,Buvuma District,Bweema Subcounty,G6GmMEAZA9r,Bweema HC II,CoP23 - WALTER REED_MUWRP,F7v4bqLAFNJ,G6GmMEAZA9r,Buvuma District,Bweema Subcounty,Bweema HC II,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,12,10,2,2,0,1,0,1,1,3,0,2,0,1,0,0,0,0,1,7,0,0,7,0,0,0,0,11,1,12,0,0,0,0,0,0,0,5,0,0,0,0,0
North Central,Mukono District,Kkoome Island Subcounty,UPSV6y2j0B0,Damba HC II,CoP23 - WALTER REED_MUWRP,SBwtIP9cq8q,UPSV6y2j0B0,Mukono District,Koome island Subcounty,Damba HC II,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,48,27,21,10,3,8,6,3,4,3,2,0,2,3,0,0,2,0,2,18,0,0,18,0,0,0,0,12,36,48,0,0,0,0,5,7,0,18,0,0,0,0,0
North Central,Kayunga District,Galiraaya Subcounty,yZIc8DX7kUx,Galiraya HC III,CoP23 - WALTER REED_MUWRP,dBzdlss1Jy8,yZIc8DX7kUx,Kayunga District,Galiraya Subcounty,Galiraya HC III,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,114,81,33,16,4,43,8,8,5,8,5,2,1,4,5,0,1,0,4,35,0,0,35,0,0,0,0,16,98,114,0,0,0,0,28,4,0,23,0,10,0,0,0
North Central,Mukono District,Goma Division,NB0Ww6f0PiX,Goma HC III,CoP23 - WALTER REED_MUWRP,Kux1WMZkoM5,NB0Ww6f0PiX,Mukono District,Goma Division,Goma HC III,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,187,124,63,28,17,76,20,13,11,1,4,2,5,2,4,1,2,1,0,21,0,0,21,0,0,0,0,11,176,187,0,0,0,0,84,27,0,0,0,29,0,2,0
North Central,Luwero District,Kikyusa Subcounty,fzBgyH6ixVC,Holy Cross - Kikyusa HC III,CoP23 - WALTER REED_MUWRP,BnABwalUlqJ,fzBgyH6ixVC,Luwero District,Kikyusa Town Council,Holy Cross - Kikyusa HC IV,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,20,14,6,6,0,3,1,3,0,1,1,0,2,1,1,0,0,0,1,4,0,0,4,0,0,4,4,20,0,20,0,0,0,0,6,0,0,0,0,3,0,1,0
North Central,Mukono District,Mpatta Subcounty,hFO29Yr6ysA,Kabanga HC III,CoP23 - WALTER REED_MUWRP,IcuDROKLwJq,hFO29Yr6ysA,Mukono District,Mpatta Subcounty,Kabanga HC III,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,32,29,3,6,0,22,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,9,23,32,0,0,0,0,24,0,0,6,0,0,0,0,0
North Central,Nakasongola District,Kakooge Town Council,i1KIxI3H281,Kakooge HC III,CoP23 - WALTER REED_MUWRP,POTzFI0u8y1,i1KIxI3H281,Nakasongola District,Kakooge Town Council,Kakooge HC III,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,49,25,24,5,2,15,8,3,2,2,6,0,2,0,0,0,3,0,1,16,0,0,16,0,0,0,0,23,26,47,0,0,0,0,8,16,0,1,0,2,0,4,0
North Central,Luwero District,Kalagala Subcounty,aZw4VQefUc4,Kalagala HC IV,CoP23 - WALTER REED_MUWRP,I3Pvb7ryppf,aZw4VQefUc4,Luwero District,Kalagala Subcounty,Kalagala HC IV,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,72,48,24,4,2,11,6,14,4,11,6,4,1,2,4,2,1,0,0,40,0,0,40,0,0,0,0,9,64,49,0,0,0,0,7,11,0,1,1,1,0,5,0
North Central,Nakasongola District,Kalungi Subcounty,wgSmdZGeb5I,Kalungi (Kalungi) HC III,CoP23 - WALTER REED_MUWRP,r52dkDJ0qHY,wgSmdZGeb5I,Nakasongola District,Kalungi Subcounty,Kalungi (Kalungi) HC III,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,70,15,55,0,1,2,7,5,5,4,12,3,9,1,10,0,7,0,4,9,0,0,9,0,0,0,0,4,66,70,0,0,0,0,1,21,0,31,0,0,0,6,1
North Central,Luwero District,Kamira Subcounty,SQgzVzwkRjK,Kamira HC III,CoP23 - WALTER REED_MUWRP,iP2FAeRDydc,SQgzVzwkRjK,Luwero District,Kamira Town Council,Kamira HC III,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,26,9,17,0,5,1,5,5,2,2,2,1,0,0,1,0,0,0,2,7,0,0,7,0,0,0,0,18,8,26,0,0,0,0,0,12,0,0,0,0,0,3,0
North Central,Kayunga District,Kangulumira Subcounty,RSFwMQwN99b,Kangulumira HC IV,CoP23 - WALTER REED_MUWRP,YHJzWK3UAy0,RSFwMQwN99b,Kayunga District,Kangulumira Town Council,Kangulumira HC IV,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,97,52,45,8,3,9,9,17,5,4,12,8,6,2,5,3,2,1,3,35,0,0,35,0,0,5,5,38,59,97,0,0,0,0,1,21,0,1,2,6,11,3,0
North Central,Mukono District,Kkoome Island Subcounty,aB8VPjofx5K,Kansambwe HC II,CoP23 - WALTER REED_MUWRP,f1L3m5AXOXZ,aB8VPjofx5K,Mukono District,Koome island Subcounty,Kansambwe HC II,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,59,37,22,8,1,10,3,7,3,5,3,4,4,0,7,3,0,0,1,10,0,0,10,0,0,0,0,17,42,59,0,0,0,0,10,0,0,37,0,0,0,1,0
North Central,Mukono District,Kasawo Subcounty,zbDMSGLsc1J,Kasawo HC III,CoP23 - WALTER REED_MUWRP,BQfIJcL1uPY,zbDMSGLsc1J,Mukono District,Kasawo Subcounty,Kasawo HC III,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,72,41,31,0,1,32,6,4,11,3,4,1,3,1,2,0,2,0,2,8,0,0,8,0,0,0,0,31,41,71,0,0,0,0,30,21,0,0,0,3,0,7,0
North Central,Luwero District,Makulubita Subcounty,Z2Mr0fdyDaz,Kasozi HC III,CoP23 - WALTER REED_MUWRP,ZQ620Qx0zSR,Z2Mr0fdyDaz,Luwero District,Makulubita Subcounty,Kasozi HC III,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,4,4,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
North Central,Luwero District,Katikamu Subcounty,Ec5yJybMqpe,Katikamu HC III,CoP23 - WALTER REED_MUWRP,xdgIknH5sfC,Ec5yJybMqpe,Luwero District,Katikamu Subcounty,Katikamu HC III,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,121,67,54,9,0,26,13,15,17,10,8,5,9,2,3,0,1,0,3,54,8,0,46,0,0,0,0,10,111,120,0,0,0,0,18,18,0,0,0,0,4,9,2
North Central,Luwero District,Wobulenzi Town Council,a4QdFgngSuD,Katikamu Kisuule (The Good Samaritan) HC III,CoP23 - WALTER REED_MUWRP,mqstZH7Iy8J,a4QdFgngSuD,Luwero District,Wobulenzi Town Council,Katikamu Kisuule (The Good Samaritan) HC III,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,16,6,10,0,0,2,2,0,4,2,0,1,0,1,2,0,1,0,1,2,0,0,2,0,0,0,0,9,7,16,0,0,0,0,1,3,0,0,0,7,0,1,0
North Central,Mukono District,Nama Subcounty,axNVMZcgPLU,Katoogo HC III,CoP23 - WALTER REED_MUWRP,quDAs5X8kzb,axNVMZcgPLU,Mukono District,Nama Subcounty,Katoogo HC III,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,95,67,28,13,5,34,8,13,7,3,6,3,1,1,1,0,0,0,0,21,0,0,21,0,0,0,0,1,94,95,0,0,0,0,39,7,0,0,0,22,0,1,0
North Central,Buikwe District,Central Division (Lugazi MC),nKKX3gA72zS,Kawolo Hospital,CoP23 - WALTER REED_MUWRP,qH9zzHtQ6Za,nKKX3gA72zS,Buikwe District,Lugazi Central Division,Kawolo Hospital,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,282,188,94,16,2,67,29,64,34,28,17,8,7,2,2,2,2,1,1,180,33,3,144,0,0,2,2,47,235,282,0,0,0,0,0,13,0,1,1,3,1,27,2
North Central,Kayunga District,Galiraaya Subcounty,xFu5BXdkrZj,Kawongo HC III,CoP23 - WALTER REED_MUWRP,IAi3GJS8Ptr,xFu5BXdkrZj,Kayunga District,Galiraya Subcounty,Kawongo HC III,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,59,35,24,2,0,10,2,4,1,10,5,5,5,0,6,3,1,1,4,15,0,0,15,0,0,13,13,26,33,59,0,0,0,0,0,6,0,21,0,0,0,3,0
North Central,Kayunga District,Kayunga Town Council,sFIS2oxchec,Kayunga Regional Referral Hospital,CoP23 - WALTER REED_MUWRP,hcjCoa8XXmL,sFIS2oxchec,Kayunga District,Kayunga Town Council,Kayunga Regional Referral Hospital,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,208,159,49,44,1,63,7,36,10,8,11,4,10,3,4,1,2,0,4,46,13,0,33,0,0,3,3,138,70,208,0,0,0,0,87,18,0,0,1,5,1,12,0
North Central,Nakasongola District,Kalungi Subcounty,hwNTd8tjyyR,Kazwama HC II,CoP23 - WALTER REED_MUWRP,Ky5SYwAhbzM,hwNTd8tjyyR,Nakasongola District,Kazwama Town Council,Kazwama HC II,,,,Oct-Dec 2024,Has outputs but not on the DAPTS list,,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0
North Central,Luwero District,Kikyusa Subcounty,LzGj85cv2nZ,Kibengo HC III,CoP23 - WALTER REED_MUWRP,eG8MdvBQQYN,LzGj85cv2nZ,Luwero District,Kikyusa Subcounty,Kibengo HC III,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,24,16,8,3,0,5,1,1,3,4,2,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,10,14,24,0,0,0,0,8,1,0,0,0,15,0,0,0
North Central,Luwero District,Wobulenzi Town Council,reSTu8XZgge,Kikoma HC III,CoP23 - WALTER REED_MUWRP,FtdaSJnblzh,reSTu8XZgge,Luwero District,Wobulenzi Town Council,Kikoma HC III,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,33,18,15,4,2,6,5,5,3,1,2,1,0,1,0,0,3,0,0,6,0,0,6,0,0,0,0,7,26,30,0,0,0,0,10,16,0,0,0,0,0,1,0
North Central,Nakasongola District,Kakooge Subcounty,eB1Eg8cJGne,Kiralamba HC III,CoP23 - WALTER REED_MUWRP,pnQLkVF6Vv6,eB1Eg8cJGne,Nakasongola District,Katuugo Town Council,Kiralamba HC III,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,33,22,11,2,0,7,2,9,2,3,5,1,1,0,1,0,0,0,0,20,1,0,19,0,0,0,0,0,33,33,0,0,0,0,3,10,0,0,0,0,0,0,0
North Central,Mukono District,Kisoga Town Council,akaiT2gUBst,Kojja HC IV,CoP23 - WALTER REED_MUWRP,uKpiQUK7a8I,akaiT2gUBst,Mukono District,Kisoga Town Council,Kojja HC IV,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,59,32,27,5,1,10,8,5,4,3,7,2,1,4,2,3,2,0,2,6,0,0,6,0,0,2,2,11,48,58,0,0,0,0,7,4,0,33,0,0,0,2,0
North Central,Mukono District,Kkoome Island Subcounty,fkASUL2GNdM,Koome HC III,CoP23 - WALTER REED_MUWRP,MdjM5GbX5jJ,fkASUL2GNdM,Mukono District,Koome island Subcounty,Koome HC III,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,170,102,68,15,1,29,10,19,17,11,17,13,11,9,7,3,1,3,4,63,0,0,63,0,0,0,0,9,161,170,0,0,0,0,24,27,0,56,0,0,0,0,0
North Central,Mukono District,Ntunda Subcounty,a6p3dWy4ce7,Kyabazaala HC III,CoP23 - WALTER REED_MUWRP,PDOD9kF4XE1,a6p3dWy4ce7,Mukono District,Ntunda Subcounty,Kyabazaala HC III,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,48,32,16,4,0,26,2,1,2,0,3,0,0,1,3,0,1,0,5,8,0,0,8,0,0,0,0,1,47,47,0,0,0,0,24,8,0,0,0,7,0,0,0
North Central,Luwero District,Katikamu Subcounty,E49UQK1wLQ2,Kyalugondo HC III,CoP23 - WALTER REED_MUWRP,JCzH5DPpMe7,E49UQK1wLQ2,Luwero District,Katikamu Subcounty,Kyalugondo HC III,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,46,25,21,1,0,7,2,9,7,6,7,1,4,0,1,1,0,0,0,23,0,0,23,0,0,0,0,10,36,44,0,0,0,0,1,16,0,0,0,0,0,3,0
North Central,Mukono District,Kyampisi Subcounty,gQ7xBJtwsF3,Kyampisi HC III,CoP23 - WALTER REED_MUWRP,Hl8TanKUYkL,gQ7xBJtwsF3,Mukono District,Kyampisi Subcounty,Kyampisi HC III,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,51,38,13,5,0,24,1,3,5,5,4,1,3,0,0,0,0,0,0,14,0,0,14,0,0,2,2,8,43,51,0,0,0,0,14,13,0,0,0,4,0,3,1
North Central,Buvuma District,Lubya Subcounty,aZjBV5O7kkf,Lubya HC II,CoP23 - WALTER REED_MUWRP,EemlcyQstSj,aZjBV5O7kkf,Buvuma District,Lubya Towncouncil,Lubya HC III,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,135,62,73,11,7,20,10,12,20,12,16,3,5,2,11,1,3,1,1,37,0,0,37,0,0,0,0,64,71,135,0,0,0,0,0,10,0,88,0,0,0,0,0
North Central,Kayunga District,Kayonza Kayunga Subcounty,AvO7fMz294Z,Lugasa HC III,CoP23 - WALTER REED_MUWRP,qwIupv02g0O,AvO7fMz294Z,Kayunga District,Kayonza Subcounty,Lugasa HC III,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,55,46,9,2,1,18,0,13,2,9,1,3,0,1,4,0,1,0,0,27,0,0,27,0,0,0,0,15,40,55,0,0,0,0,12,7,0,0,0,4,0,1,0
North Central,Buikwe District,Central Division (Lugazi MC),achC82olIo9,Lugazi Scoul Hospital,CoP23 - WALTER REED_MUWRP,K3jBKYvX6RK,achC82olIo9,Buikwe District,Lugazi Central Division,Lugazi Scoul Hospital,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,111,67,44,0,0,11,6,15,7,20,8,11,14,5,7,3,1,2,1,29,0,0,29,0,0,0,0,21,90,111,0,0,0,0,0,0,0,0,7,41,0,25,0
North Central,Buvuma District,Nairambi Subcounty,vDmdUfmWS3J,Lukale HC II,CoP23 - WALTER REED_MUWRP,p6DOKN5qyzM,vDmdUfmWS3J,Buvuma District,Nairambi Subcounty,Lukale HC II,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,51,24,27,4,4,6,7,6,4,4,3,1,5,2,3,0,0,1,1,3,0,0,3,0,0,0,0,4,47,51,0,0,0,0,0,1,0,47,0,0,0,0,0
North Central,Luwero District,Luwero Town Council,SbhXVHOtboo,Luwero Hospital,CoP23 - WALTER REED_MUWRP,DkyGX4yA9xr,SbhXVHOtboo,Luwero District,Luweero Town Council,Luwero Hospital,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,141,123,18,1,0,26,2,44,5,27,5,15,2,6,1,3,1,1,2,109,0,0,109,0,0,0,0,66,75,139,0,0,0,0,4,4,0,0,0,0,0,10,5
North Central,Buvuma District,Bweema Subcounty,bBNSvGxVrSq,Lwajje HC II,CoP23 - WALTER REED_MUWRP,QIbq3biR45y,bBNSvGxVrSq,Buvuma District,Lwajje Subcounty,Lwajje HC II,WALTER REED_MUWRP,160699,DOD,Oct-Dec 2024,,,24,9,15,2,2,1,3,1,4,3,3,1,1,0,1,1,0,0,1,8,0,0,8,0,0,0,0,9,15,24,0,0,0,0,0,2,0,14,0,0,0,0,0
